"通汇金融代号","总单位名称","帐号长度","地址","电话"
"808","玉山商业银行","13位","台北市民生东路三段１１７号","02 27191313"
"通汇金融代号","支单位名称","地址","电话"
"8080808","连城分行","台北县中和市中正路７０２号","02 82281313"
"8080819","林园分行","高雄县林园乡林园北路３４３号","07 6431313"
"8080820","芦洲分行","台北县芦洲市长荣路２４号","02 28481313"
"8080831","后庄分行","高雄县大寮乡中庄村凤屏一路４９２号","07 7021313"
"8080842","南桃园简易型分行","桃园县桃园市中山路５４９号１楼","03 3371313"
"8080853","东三重分行","台北县三重市正义北路１３２号","02 29711313"
"8080864","北投分行","台北市北投区中央北路一段１９１号","02 28951313"
"8080875","双园简易型分行","台北市万华区西园路二段２０７号","02 23011313"
"8080886","林口分行","桃园县龟山乡复兴一路２３０号","03 3961313"
"8080897","东湖分行","台北市内湖区金湖路３６８号１楼","02 26321313"
"8080901","北新分行","台北县新店市北新路一段１０号","02 89111313"
"8080912","中仑分行","台北市松山区八德路三段９７号","02 25771313"
"8080923","建成分行","台北市大同区太原路１１７号","02 25561313"
"8080934","屏东分行","屏东县屏东市永福路９号","08 7331313"
"8080945","二重分行","台北县三重市光复路一段８５之１号","02 22781313"
"8080956","潮州分行","屏东县潮州镇中山路１５８号","08 7861313"
"8080967","大安分行","台北市大安区复兴南路二段２３７号","02 27551313"
"8080978","东港分行","屏东县东港镇兴台里中山路７５号","08 8351313"
"8080989","古亭分行","台北市中正区南昌路二段２２０号","02 23641313"
"8080990","草屯分行","南投县草屯镇中正路７６３号","0492381313"
"8081001","内埔分行","屏东县内埔乡南宁路７１号","08 7781313"
"8081012","回龙分行","台北县树林市三俊街１１４号","02 26891313"
"8081023","花莲分行","花莲县花莲市中山路１６１号","03 8311313"
"8081034","澎湖分行","澎湖县马公市兴中里民生路２号","06 9271313"
"8081045","三峡分行","台北县三峡镇民生街１３６号１楼","02 26736613"
"8081056","松江分行","台北市松江路１６２－１号１楼","02 25621313"
"8081067","金华分行","台南市南区金华路二段５８号","06 2911313"
"8081078","光复分行","台北县板桥市中山路二段１０１号１楼","02 29571313"
"8081089","新湖分行","台北市内湖区民权东路六段２７号１楼","02 87916613"
"8081090","桃莺分行","桃园县桃园市桃莺路４４５之１号","03 3751313"
"8081104","员林分行","彰化县员林镇中山路二段５０８号","04 8361313"
"8081115","永安分行","台北县永和市中和路４４５号１楼","02 89211313"
"8081126","新丰分行","新竹县新丰乡新兴路１８５之１号１楼","03 5571313"
"8081137","仁德分行","台南县仁德乡中山路２９５号","06 2706613"
"8081148","泰和分行","台北县中和路４２号１楼","02 22421313"
"8081159","西屯分行","台中市西屯区永福路１３８号１楼","04 24611313"
"8081160","南势角分行","台北县中和市景新街３３６号","02 29428813"
"8081171","板桥分行","台北县板桥市文化路２段９０号１楼","02 82571313"
"8081182","南港分行","台北市南港区三重路６６之１号","02 27891313"
"8081193","东门分行","台北市信义路２段１３４号１楼","02 23211313"
"8081207","南土城分行","台北县土城市中央路四段２号","02 22671313"
"8081218","朴子分行","嘉义县朴子市山通路３７号１楼","05 3791313"
"8081229","信义分行","台北市信义路５段１００号之１","02 87891313"
"8081230","汐止分行","台北县汐止市大同路一段２１７号","02 26476613"
"8081241","新树分行","台北县新庄市民安西路１１３号１楼","02 22031313"
"8081252","中工分行","台中市西屯区工业区一路６０之１号","04 23508913"
"8081263","龙井分行","台中县龙井乡沙田路五段１４３号","04 26366813"
