"通汇金融代号","总单位名称","帐号长度","地址","电话"
"006","合作金库商业银行","存款类一、放款类一13位","台北市馆前路７７号","02 23118811"
"通汇金融代号","支单位名称","地址","电话"
"0061243","北新竹分行","新竹市北大路１６８号","03 5284001"
"0061254","复旦分行","台北市市民大道四段１００号","02 27215551"
"0061265","竹山分行","南投县竹山镇集山路三段８３９号","0492652721"
"0061276","前镇分行","高雄市前镇区草衙一路５６号","07 8416491"
"0061287","湾内分行","高雄市三民区建工路８５４号","07 3861591"
"0061298","路竹分行","高雄县路竹乡国昌路６８号","07 6966122"
"0061302","宪德分行","高雄市公正路１８２号","07 7112046"
"0061313","竹北分行","新竹县竹北市光明六路２６１号","03 5546000"
"0061324","六合分行","台北县新店市三民路２号","02 29172911"
"0061335","五洲分行","台北市松江路２３７号","02 25077666"
"0061346","台大分行","台北市中山南路７号地下一楼","02 23568071"
"0061368","龟山分行","桃园县龟山乡万寿路二段１０６８号","03 3299661"
"0061379","大溪分行","桃园县大溪镇信义路４３号","03 3874666"
"0061380","龙潭分行","桃园县龙潭乡中正路２２１号","03 4893512"
"0061391","中原分行","桃园县中坜市中北路二段３９２号","03 4688998"
"0061405","三兴分行","台北市基隆路二段７７号","02 27388181"
"0061416","敦化分行","台北市敦化南路一段８８号","02 27769666"
"0061427","石牌分行","台北市石牌路二段２０１号","02 28747611"
"0061438","西屯分行","台中市文心路三段６７号","04 23112411"
"0061449","双和分行","台北县中和市建一路１９６号","02 82271627"
"0061450","土城分行","台北县土城市中央路二段９６号","02 22651611"
"0061461","光华分行","高雄市光华一路１４８之８２号","07 2223020"
"0061472","北台南分行","台南市西门路三段１５９号","06 2209211"
"0061483","兴凤分行","高雄县凤山市中山路３２号","07 7453101"
"0061494","北屯分行","台中市文心路四段６７０号","04 22301199"
"0061508","一心路分行","高雄市前镇区一心二路１１９号","07 3332020"
"0061519","三峡分行","台北县三峡镇文化路６１号","02 26747999"
"0061520","北嘉义分行","嘉义市德安路３号","05 2815500"
"0061531","永康分行","台南县永康市中华路３５７号","06 2316971"
"0061542","平镇分行","桃园县平镇市环河南路二段２９０号","03 4689299"
"0061553","大发分行","高雄县大寮乡会社村凤林三路３４５号","07 7830589"
"0061564","内湖分行","台北市瑞光路５０２号","02 26590001"
"0061575","光复分行","新竹市东光路５７号","03 5753666"
"0061586","二重分行","台北县三重市光复路一段８１号","02 29993399"
"0061601","北台中分行","台中市五权路３７５号","04 22055588"
"0061656","军功分行","台中市东山路一段３１５号","04 22390128"
"0061715","永安分行","台中市西屯区永福路１５号","04 24623181"
"0061726","中权分行","台中市中正路４７８号","04 22037979"
"0061759","太原分行","台中市北屯路２４７号","04 22334291"
"0061760","松竹分行","台中市昌平路二段９５号","04 24228751"
"0061807","进化分行","台中市进化路３２８号","04 23609617"
"0061852","中清分行","台中市中清路７号","04 22913176"
"0061885","建成分行","台中市建成路１４９９号","04 22873311"
"0061900","朝马分行","台中市西屯区中港路二段１２２之１７号","04 27013115"
"0061966","东台中分行","台中市复兴路三段３８０号","04 22203161"
"0061988","美村分行","台中市美村路二段１８８号","04 22614377"
"0062000","黎明分行","台中市黎明路一段１０６４号","04 23892493"
"0062033","昌平分行","台中市昌平路一段１６３号","04 22443037"
"0062044","精武分行","台中市东区精武东路１７０号","04 22116358"
"0062055","文心分行","台中市文心路一段３１６号","04 23223300"
"0062077","神冈分行","台中县神冈乡中山路７０１之１号","04 25621111"
"0063029","彰中分行","彰化县彰化市中正路一段３４５号","04 7251161"
"0063030","大竹分行","彰化县彰化市大竹里彰南路二段２３９号","04 7373311"
"0063074","林内分行","云林县林内乡林中村中西路２１号","05 5897811"
"0063100","南港分行","台北市南港区三重路１９之１３号","02 26550777"
"0063111","伸港分行","彰化县伸港乡新兴路３５号","04 7996922"
"0063122","五股分行","台北县五股乡中兴路一段２号","02 89769698"
"0063133","树林分行","台北县树林市中山路一段１５２号","02 86872211"
"0063155","林口分行","桃园县龟山乡文化二路４９号","03 3183880"
"0063166","左营分行","高雄市左营区博爱路二段５８０号","07 5562226"
"0063177","泰山分行","台北县泰山乡明志路三段１４８号","02 29082811"
"0063188","南科高雄园区分行","高雄县路竹乡路科五路９２号","07 6955151"
"0063199","大坪林分行","台北县新店市民权路６７号１楼","02 29138611"
"0063373","莺歌分行","台北县莺歌镇建国路１２６号１楼","02 86781188"
"0063384","芦洲分行","台北县芦洲市集贤路２２２之６号","02 22839988"
"0063395","鹿港分行","彰化县鹿港镇民族路１２０号１楼","04 7788511"
"0063409","新树分行","台北县新庄市新树路２２４号","02 22012797"
"0063410","六家分行","新竹县竹北市光明六路东一段２５９号","03 6586969"
"0063421","大雅分行","台中县大雅乡雅环路二段９５号","04 25660199"
"0063432","大成分行","桃园县杨梅镇大成路２２１号","03 2888890"
"0063443","八德分行","桃园县八德市介寿路一段７６７号","03 2185888"
"0063454","吉林分行","台北市民生东路二段１２５号","02 25633906"
"0063465","鼓山分行","高雄市鼓山区中华一路３５２号","07 5223311"
"0063476","大社分行","高雄县大社乡翠屏路１７７－１号","07 3582121"
"0063487","南京西路分行","台北市大同区南京西路４６号","02 25523000"
"0063498","逢甲分行","台中市西屯区西屯路２段２５２号１楼","04 27089075"
"0063502","立德分行","台北县中和市立德街１０５号１楼","02 82282121"
"0063513","林园分行","高雄县林园乡林园北路２００号","07 6416171"
"0063524","高雄科技园区分行","高雄市前镇区成功二路１１－２号１楼","07 5351888"
"0063535","芦竹分行","桃园县芦竹乡大竹路３８７号","03 3232010"
"0063546","北中和分行","台北县中和市中山路三段３５号１楼","02 22263667"
"0063557","新湖分行","台北市内湖区新湖二路２５５号１楼","02 27908118"
"0063568","丹凤分行","台北县新庄市中正路６５７－１０号","02 29088979"
"0063580","旗山分行","高雄县旗山镇华中街３号","07 6622333"
"0065012","自强分行","台北市南京东路二段８５号","02 21003100"
"0065023","中山分行","台北市中山区南京东路二段２号","02 25214065"
"0065034","敦南分行","台北市大安区敦化南路一段３６２号","02 27011117"
"0065045","中仑分行","台北市信义区东兴路４５号１楼","02 87681717"
"0065056","世贸分行","台北市基隆路一段３３３号２楼","02 27291333"
"0065067","延吉分行","台北市大安区仁爱路四段３７６之１号","02 27069955"
"0065078","光复南分行","台北市大安区光复南路１０２号","02 27518770"
"0065089","北士林分行","台北市士林区中山北路五段８３７号","02 88665959"
"0065090","信维分行","台北市大安区复兴南路一段３０３号","02 27053828"
"0065104","西湖分行","台北市内湖区瑞光路２０６号","02 27971989"
"0065115","大湖分行","台北市内湖区民权东路六段３１４号","02 26328600"
"0065126","大桥分行","台北市大同区民权西路１３６号","02 25579577"
"0065137","国医中心分行","台北市内湖区成功路二段３２５号","02 87925745"
"0065148","北圆山分行","台北市中山区中山北路三段３１号","02 25971630"
"0065159","南门分行","台北市罗斯福路一段９７号","02 23966363"
"0065160","新中分行","台中市民权路９１号","04 22237711"
"0065171","中港分行","台中市文心路三段１５２号","04 23138811"
"0065182","卫道分行","台中市北区大雅路３３７号１楼","04 22987988"
"0065193","忠明南路分行","台中市西区忠明南路４５１号","04 23764066"
"0065207","东基隆分行","基隆市信一路１４３号","02 24283111"
"0065218","赤崁分行","台南市成功路２０４号","06 2201302"
"0065229","府城分行","台南市健康路二段３８０号","06 2910896"
"0065230","开元分行","台南市开元路１４７号","06 2753345"
"0065241","港都分行","高雄市前金区中正四路２３０号","07 2914131"
"0065252","七贤分行","高雄市新兴区七贤一路２１６号","07 2365503"
"0065263","大港埔分行","高雄市新兴区民生一路１７６号","07 2265666"
"0065274","十全分行","高雄市三民区博爱一路１８９号","07 3230611"
"0065285","九如分行","高雄市三民区觉民路５８１号","07 3805001"
"0065296","小港分行","高雄市小港区宏平路５２６号","07 8062289"
"0065300","北三峡分行","台北县三峡镇文化路７１号","02 26711110"
"0065311","板新分行","台北县板桥市文化路一段３０号","02 22726850"
"0065322","南三重分行","台北县三重市正义北路１２０号","02 29817117"
"0065333","北新分行","台北县新店市光明街２８８号","02 29188321"
"0065344","漳和分行","台北县中和市连城路２４６之１号","02 22262829"
"0065355","宝桥分行","台北县新店市宝桥路２３５巷２号","02 29185506"
"0065366","新泰分行","台北县新庄市新泰路１１５号","02 29986688"
"0065377","北土城分行","台北县土城市学府路一段２００号","02 22731688"
"0065388","南汐止分行","台北县汐止市新台五路一段９４之１号","02 26968888"
"0065399","北树林分行","台北县树林市中正路７９３号","02 26762789"
"0065403","五股工业区分行","台北县五股乡五工路１１９号","02 22989898"
"0065414","北罗东分行","宜兰县罗东镇中正北路５４号","03 9545795"
"0065425","礁溪分行","宜兰县礁溪乡礁溪路５段３２号１楼","03 9887100"
"0065436","东桃园分行","桃园县桃园市中华路１２号","03 3355009"
"0065447","坜新分行","桃园县中坜市中山路１１９号","03 4222131"
"0065458","南崁分行","桃园县芦竹乡南上路１１号","03 3221199"
"0065469","大汉分行","桃园县大溪镇慈湖路９７号","03 3885696"
"0065470","新明分行","桃园县中坜市中正路３６６号","03 4939393"
"0065481","杨梅分行","桃园县杨梅镇中山北路二段１９７号","03 4313838"
"0065492","东台东分行","台东县台东市大同路１８１号","089325130"
"0065506","东竹东分行","新竹县竹东镇东林路９号","03 5942751"
"0065517","东竹北分行","新竹县竹北市中正东路３４３号","03 5540108"
"0065528","北苗栗分行","苗栗县苗栗市中正路３９６号","037351111"
"0065539","竹南分行","苗栗县竹南镇照南里２１邻大营路２１８号","037466790"
"0065540","丰中分行","台中县丰原市中正路３５１号","04 25280369"
"0065551","北大里分行","台中县大里市新仁路二段２６１号","04 24836699"
"0065562","东沙鹿分行","台中县沙鹿镇日新街２６号","04 26653311"
"0065573","草屯分行","南投县草屯镇中正路８６４号","0492338141"
"0065584","集集分行","南投县集集镇民生路１７６号","0492761501"
"0065595","东埔里分行","南投县埔里镇中正路３２０号","0492989160"
"0065609","员新分行","彰化县员林镇中山路一段７３３号","04 8322741"
"0065610","南彰化分行","彰化县彰化市晓阳路４３号","04 7254611"
"0065621","北斗分行","彰化县北斗镇中正路１６８号","04 8880181"
"0065632","竹堑分行","新竹市东门街６０号","03 5215120"
"0065643","新竹科学园区分行","新竹市科技路１号１楼","03 5783962"
"0065654","经国分行","新竹市自由路７１号","03 5311966"
"0065665","云林分行","云林县斗六市民生路２２３号","05 5324811"
"0065676","南虎尾分行","云林县虎尾镇信义路６７号１楼","05 6328851"
"0065687","北朴子分行","嘉义县朴子市文化北路３号","05 3790808"
"0065698","北新营分行","台南县新营市民治路３６０号","06 6562718"
"0065702","仁德分行","台南县仁德乡中正路三段４号","06 2794616"
"0065713","南永康分行","台南县永康市中华路２０２号","06 3121916"
"0065724","新市分行","台南县新市乡中正路３２１之２号","06 5999111"
"0065735","凤松分行","高雄县凤山市凤松路３之４号","07 7471131"
"0065746","北冈山分行","高雄县冈山镇中山北路１２号","07 6222871"
"0065757","美浓分行","高雄县美浓镇中正路一段４３号","07 6816101"
"0065768","大树分行","高雄县大树乡中兴东路２－８号","07 6517726"
"0065779","六龟分行","高雄县六龟乡义宝村光复路１０７号","07 6892113"
"0065780","内门分行","高雄县内门乡观亭村南屏路１４８号","07 6672322"
"0065791","屏中分行","屏东县屏东市民生路２８７号","08 7326391"
"0065805","北潮州分行","屏东县潮州镇新生路１１２号","08 7891636"
"0065816","东港分行","屏东县东港镇光复路一段１８６号","08 8353701"
"0065827","万丹分行","屏东县万丹乡万惠村中兴路二段６６１号","08 7779311"
"0065838","枋寮分行","屏东县枋寮乡天时村福德路３之１号","08 8717871"
"0065849","东嘉义分行","嘉义市民权路４２５号","05 2225281"
"0065850","北花莲分行","花莲县花莲市中山路３７１号","03 8350151"
"0065872","公馆简易型分行","台北市中正区罗斯福路四段１１３巷２９号","02 27352940"
"0065883","忠勤简易型分行","台北市南港区忠孝东路六段３６０号","02 27857291"
"0065894","健康分行","台北市松山区健康路１３１号","02 27534765"
"0065908","博爱简易型分行","台北市中正区博爱路１７２之１号","02 23822835"
"0065919","介寿简易型分行","台北市中正区博爱路１６４号","02 23710461"
"0065920","文化简易型分行","台北市中正区林森南路１０７号","02 23413261"
"0065931","复兴岗分行","台北市北投区中央北路二路７０号","02 28941534"
"0065942","水湳分行","台中市西屯区福星北路６８巷１１１号","04 27029354"
"0065953","北安分行","台南市北区北安路一段２１０号","06 2526718"
"0065964","中正分行","高雄市苓雅区中正一路２号","07 7498998"
"0065986","光武简易型分行","台北县三峡镇中正路三段１号","02 26712493"
"0065997","龙安分行","桃园县桃园市龙安街１４０号","03 3789988"
"0066019","坪林分行","台中县太平市中山路二段３４８号","04 23930519"
"0066053","沟坪简易型分行","高雄县内门乡永村庄１１之１号","07 6601607"
"0066064","仁美分行","高雄县鸟松乡仁美村学堂路８７之２号","07 7321370"
"0066075","大华简易型分行","高雄县鸟松乡大华村本馆路１２之３号","07 3707332"
"0066097","社皮分行","屏东县万丹乡社口村４３之１号","08 7071578"
"0066123","港湖分行","台北市南港区重阳路２２３号","02 27862268"
"0069021","五甲分行","高雄县凤山市五甲二路１６４号","07 7172250"
"0069043","淡水分行","台北县淡水镇中正路１１９号","02 26211415"
