"通汇金融代号","总单位名称","帐号长度","地址","电话"
"013","国泰世华商业银行","存款类一12位\n存款类二11位\n存款类三14位","台北市信义区松仁路７号","02 23125555"
"通汇金融代号","支单位名称","地址","电话"
"0130327","东门分行","台北市信义路二段２７７号","02 23943851"
"0130349","桃园分行","桃园县桃园市民权路６号","03 3359955"
"0130350","丰原分行","台中县丰原市三民路１９９号","04 25288700"
"0130361","嘉义分行","嘉义市民生北路２６号","05 2275552"
"0130372","松山分行","台北市基隆路一段１５１号","02 27633310"
"0130383","前金分行","高雄市中正四路１４８号","07 2861720"
"0130394","北三重分行","台北县三重市三和路四段１１１号","02 22861133"
"0130408","新竹分行","新竹市北大路３０７号","03 5241111"
"0130419","永康分行","台南县永康市中华路４２３号","06 2338077"
"0130420","中山分行","台北市中山北路三段４７号","02 25917585"
"0130431","埔墘分行","台北县板桥市三民路二段１９６号","02 29618700"
"0130442","新生分行","台北市民生东路一段５５号","02 25621666"
"0130453","中和分行","台北县中和市中山路二段２９６号","02 22422178"
"0130464","清水分行","台中县清水镇中山路１７０号","04 26235798"
"0130475","彰化分行","彰化县彰化市华山路３５号","04 7289288"
"0130486","敦北分行","台北市敦化北路２３６号","02 27139911"
"0130497","中正分行","台北市复兴南路一段９９号","02 27118168"
"0130501","五权分行","台中市西区英才路５３０号","04 23014000"
"0130512","东台南分行","台南市林森路一段３９５号","06 2761166"
"0130523","新兴分行","高雄市中正三路５５号","07 2274171"
"0130534","敦南分行","台北市敦化南路一段１８３∣１８５号","02 27408811"
"0130545","后埔分行","台北县板桥市重庆路２６０∣２６２号","02 29546688"
"0130556","芦洲分行","台北县芦洲市中正路７９号","02 82825588"
"0130567","西门分行","台北市长沙街二段９３号","02 23813188"
"0130578","三民分行","台北市民生东路五段１６５之７号","02 27475688"
"0130590","前镇分行","高雄市保泰路３５５号","07 7260676"
"0130604","土城分行","台北县土城市中央路二段２０９号","02 22739911"
"0130615","南高雄分行","高雄市民权二路３８５号","07 3386656"
"0130626","大同分行","台北市重庆北路二段５０号","02 25552468"
"0130637","成功分行","台南县永康市中华路１号","06 3120266"
"0130648","中港分行","台中市台中港路二段２号","04 23135678"
"0130659","世贸分行","台北市信义路四段４５６号","02 27209191"
"0130660","北桃园分行","桃园县桃园市中正路４４８号","03 3398855"
"0130671","善化分行","台南县善化镇中山路３４９号１楼","06 5810607"
"0130682","士林分行","台北市中正路１９７号","02 88614040"
"0130693","双和分行","台北县中和市中和路１０２号","02 22447890"
"0130707","二重分行","台北县三重市重新路五段６０９巷４号","02 22789999"
"0130729","花莲分行","花莲县花莲市民国路１６３号","03 8337168"
"0130730","内湖分行","台北市内湖路一段３１０号","02 26596899"
"0130741","华江分行","台北县板桥市民生路三段６号","02 22543939"
"0130752","竹科分行","新竹市光复路一段３６９号","03 6661666"
"0130763","南门分行","台北市罗斯福路二段５号","02 23222777"
"0130774","八德分行","台北市八德路四段６５６之１号","02 37651188"
"0130785","永春分行","台北市忠孝东路五段６８７号","02 87856868"
"0130796","万华分行","台北市万大路４５０号","02 23377101"
"0131014","屏东分行","屏东县屏东市中正路１２５号","08 7330456"
"0131025","台东分行","台东县台东市中山路２５８号","089352211"
"0131036","景美分行","台北市木栅路二段９４号","02 86616262"
"0131047","新树分行","台北县新庄市新树路４９９号","02 22080077"
"0131058","宜兰分行","宜兰县宜兰市神农路一段１０５号１楼","03 9358797"
"0131069","南港分行","台北市南港路一段２１８号","02 27892345"
"0131070","斗六分行","云林县斗六市中山路８９号","05 5371321"
"0131081","南投分行","南投县南投市三和三路１３号","0492206686"
"0131092","汐止分行","台北县汐止市大同路二段１９６号１、２楼","02 26410666"
"0131106","大直分行","台北市明水路５８９号","02 85097878"
"0131117","左营分行","高雄市左营区博爱二路３６６号１楼","07 5507366"
"0131128","新营分行","台南县新营市中山路１３４号１楼","06 6325556"
"0131139","大甲分行","台中县大甲镇顺天路２２２－１号","04 26860779"
"0131140","苗栗分行","苗栗县苗栗市中正路４０８号１楼","037377855"
"0131151","北投分行","台北市北投区中央南路一段１５０号１楼","02 28960399"
"0131162","临安分行","台南市北区临安路２段１７号１楼","06 2581736"
"0131173","幸福分行","台北县新庄市幸福路６９２号１楼","02 89929911"
"0131184","华山分行","台北市中正区忠孝东路２段１２８号１楼","02 23952121"
"0131195","东湖分行","台北市内湖区成功路５段４５２号１楼","02 26319986"
"0131209","冈山分行","高雄县冈山镇中山北路２８号１楼","07 6226678"
"0131210","临沂分行","台北市中正区仁爱路２段７１号１楼","02 23970686"
"0131221","新湖分行","台北市内湖区民权东路６段１０９－１号１楼","02 87917088"
"0131232","中仑分行","台北市松山区八德路三段１８２号１楼","02 25705080"
"0131243","基隆分行","基隆市仁爱区忠一路５号１楼","02 24213898"
"0131254","树林分行","台北县树林市中山路一段１６４号１楼","02 26822988"
"0131265","罗东分行","宜兰县罗东镇公正路１５７号１楼","03 9577088"
"0131276","淡水分行","台北县淡水镇中山路１０６号１楼","02 26205601"
"0132011","仁爱分行","台北市仁爱路４段８５号１楼","02 27525353"
"0132022","中华分行","高雄市前金区中华三路１０８号","07 2213391"
"0132033","民生分行","台北市民生东路二段１４１号","02 25065166"
"0132044","笃行分行","台中市五权路１９０号","04 22055858"
"0132055","板东分行","台北县板桥市三民路一段２１４号","02 89519355"
"0132066","桃兴分行","桃园县桃园市复兴路４４５号","03 3356255"
"0132077","逢甲分行","台南市西门路１段４９６号","06 2132111"
"0132088","彰泰分行","彰化县彰化市中山路２段５２１号","04 7222558"
"0132099","嘉泰分行","嘉义县嘉义市文化路１６９号","05 2232466"
"0132103","竹城分行","新竹市民族路１５０号","03 5311122"
"0132114","忠诚分行","台北市士林区忠诚路２段２４７号","02 28736556"
"0132125","敦化分行","台北市敦化南路２段２１８号","02 23776999"
"0132147","新泰分行","台北县新庄市中正路３８７号","02 82010788"
"0132158","文心分行","台中市南屯区五权西路２段６６６号","04 23813168"
"0132169","福和分行","台北县永和市福和路３５３－１号","02 29241010"
"0132170","四维分行","高雄市苓雅区四维四路７号","07 3319918"
"0132181","营业部","台北市信义区松仁路７号１楼","02 87226688"
"0132192","丰北分行","台中县丰原市园环北路１段６０号","04 25208488"
"0132206","重新分行","台北县三重市重新路４段８７号","02 29723329"
"0132217","延平分行","桃园县中坜市延平路４５５号","03 4270355"
"0132228","城东分行","台北市南京东路４段１２６号","02 25777300"
"0132239","建国分行","台北市南京东路３段１３２号１楼","02 27732200"
"0132251","学府分行","台北县土城市学府路１段１２２号","02 22668669"
"0132262","北新分行","台北县新店市中正路１９０号","02 29173999"
"0132273","长安分行","台北市大同区长安西路１４０之４号","02 25565688"
"0132295","文德分行","台北市内湖区成功路３段１７４巷１２号","02 87926189"
"0132321","中台中分行","台中市中华路一段３５号","04 22259111"
"0132332","水湳分行","台中市中清路８９号","04 22971718"
"0132343","干城分行","台中市南京路１４７号","04 22213701"
"0132354","东台中分行","台中市建成路７３５号","04 22831666"
"0132365","国光分行","台中市国光路７６号","04 22213801"
"0132376","健行分行","台中市健行路５９０号","04 22050867"
"0132398","西屯分行","台中市文心路三段１２６号","04 23149307"
"0132402","南屯分行","台中市五权路１－１２８号","04 23716663"
"0132413","崇德分行","台中市崇德路二段１２８号","04 22389278"
"0132446","北新竹分行","新竹市中华路二段５６０号","03 5215151"
"0132457","香山分行","新竹市中华路四段５８２号","03 5380388"
"0132468","竹北分行","新竹县竹北市光明六路８７之１号","03 6570336"
"0132480","同德分行","桃园县桃园市中正路１１２５号１楼","03 3250567"
"0132505","彰新分行","彰化县彰化市中正路一段７７号","04 7257505"
"0132527","秀水简易型分行","彰化县秀水乡福安村漳水路二段６２９号","04 7696795"
"0132549","彰美分行","彰化县彰化市辞修号１３６号","04 7253424"
"0132550","太平分行","台中县太平市中兴东路１４２号","04 22752979"
"0132561","沙鹿分行","台中县沙鹿镇成功东街８６号","04 26655959"
"0132583","大里分行","台中县大里市国光路二段２５９号","04 24065678"
"0132594","北员林分行","彰化县员林镇中山路二段２６３号","04 8375161"
"0132608","文华简易型分行","台中市西屯区文华路１００号","04 24517074"
"0132619","大雅分行","台中县大雅乡民生路一段１２５号","04 25691155"
"0132620","潭子简易型分行","台中县潭子乡潭兴路三段８２号","04 25316666"
"0132631","光华分行","台北市松江路１３６号","02 25510168"
"0132642","西松分行","台北市南京东路五段２３０号","02 27456199"
"0132653","城中分行","台北市中华路一段１６６－２号","02 23612166"
"0132664","永平分行","台北市复兴北路１９９号","02 87125510"
"0132675","和平分行","台北市罗斯福路二段１０９号","02 23655627"
"0132686","长春分行","台北市敦化北路１６７号","02 25455559"
"0132697","瑞湖分行","台北市内湖区阳光街２９２号１楼","02 26580608"
"0132701","文昌分行","台北市光复南路５５７号","02 87897171"
"0132712","正义分行","台北县三重市重新路二段９号","02 29823131"
"0132723","海山分行","台北县板桥市文化路一段６７号","02 29601305"
"0132734","永贞分行","台北县永和市中山路一段２２５号","02 29273300"
"0132756","英才分行","台中市中港路一段２号","04 22020037"
"0132778","六合分行","高雄市中正四路１０３号","07 2417777"
