"通汇金融代号","总单位名称","帐号长度","地址","电话"
"812","台新国际商业银行","14位","台北市中山北路二段４４号","02 25683988"
"通汇金融代号","支单位名称","地址","电话"
"8120540","南屯分行","台中市东兴路二段１８７号","04 24720788"
"8120551","大直分行","台北市北安路６４５号","02 85096858"
"8120562","南门分行","台北市中正区南昌路一段５５号","02 23972588"
"8120610","西门分行","台北市重庆南路一段５７号１楼","02 23717878"
"8120621","敦北分行","台北市民生东路三段１３３号１楼","02 27126666"
"8120632","忠孝分行","台北市忠孝东路四段２８０号","02 66369999"
"8120643","复兴分行","台北市复兴北路１５０号","02 27137666"
"8120654","板南分行","台北县板桥市馆前东路４１号","02 29566789"
"8120665","民权分行","台中市民权路５５９号","04 22051888"
"8120676","五福分行","高雄市五福二路１１６号","07 2168855"
"8120687","建北分行","台北市中山区建国北路二段１７号３楼","02 25056966"
"8120698","三和分行","台北县三重市三和路四段１８３号","02 22877979"
"8120702","东港分行","屏东县东港镇中正路１３５号１楼","08 8331788"
"8120713","府城分行","台南市中山路８８号","06 2284400"
"8120724","东高雄分行","高雄市建兴路３０９号","07 3801500"
"8120735","基隆路分行","台北市基隆路二段５３号","02 27352567"
"8120746","新店分行","台北县新店市建国路１１４号","02 29157766"
"8120757","县府分行","桃园县桃园市县府路１１６号","03 3351955"
"8120768","西台中分行","台中市大墩路７１１号","04 23274567"
"8120779","延平分行","台北市延平北路二段２０２号１楼","02 25579155"
"8120780","南坜分行","桃园县中坜市中丰路３６９号","03 4273377"
"8120791","景平分行","台北县中和市景平路６３４－９号","02 22428989"
"8120805","文心分行","台中市北屯区文心路三段４４７号Ｂ１","04 22946888"
"8120816","冈山分行","高雄县冈山镇维仁路９５号","07 6219677"
"8120827","台北分行","台北市八德路三段２０８号","02 25798989"
"8120838","大雅分行","台中县大雅乡中清路二段１９８号１楼","04 25652299"
"8120849","汐止分行","台北县汐止市中兴路１３５号１楼","02 26945133"
"8120850","南屏分行","屏东县屏东市仁爱路７５－２号","08 7337575"
"8120861","石牌分行","台北市北投区石牌路二段４９号１楼","02 55815052"
"8120872","永康分行","台南县永康市中华路９８６号","06 2425788"
"8120883","南松山分行","台北市南京东路五段９２号","02 25286188"
"8120894","淡水分行","台北县淡水镇中山路７６号","02 26268689"
"8120908","东基隆分行","基隆市信一路１３３－１号","02 24249999"
"8120919","新板分行","台北县板桥市县民大道二段９８号１楼","02 29571858"
"8120920","北师分行","台北市和平东路二段３４７号","02 27058588"
"8120931","佳里分行","台南县佳里镇延平路２８８之１号１楼","06 7226655"
"8120942","江翠分行","台北县板桥市文化路二段１８２巷３弄８５号","02 82529999"
"8120975","松德分行","台北市信义区松山路４９３号","02 27261688"
"8120986","北大分行","新竹市北大路４５７号","03 5218181"
"8120997","东门分行","新竹市东门街１２９号","03 5234141"
"8121008","关东桥分行","新竹市光复路一段２７１号","03 5779292"
"8121019","竹北分行","新竹市中正东路３３１号","03 5518383"
"8121020","南寮分行","新竹市东大路三段５４３号","03 5362611"
"8121031","八德分行","桃园县八德市介寿路一段９９１号","03 3626668"
"8121042","员林分行","彰化县员林镇育英路２８号","04 8397899"
"8121053","民族分行","新竹市民族路１９６号","03 5323171"
"8121064","右昌分行","高雄市楠梓区后昌路７５０号１楼","07 3652200"
"8121075","沙鹿分行","台中县沙鹿镇中山路２０１之１号１楼","04 26656699"
"8121086","头份分行","苗栗县头份镇自强路４１号","037696188"
"8121097","罗东分行","宜兰县罗东镇公路１５３号","03 9533366"
