"通汇金融代号","总单位名称","帐号长度","地址","电话"
"807","永丰商业银行","14位","台北市南京东路三段３６号","02 25063333"
"通汇金融代号","支单位名称","地址","电话"
"8070450","中仑分行","台北市八德路二段３０６号３楼","02 81618000"
"8070461","西湖分行","台北市内湖路一段２４４号１楼","02 87976633"
"8070472","丰原分行","台中县丰原市中正路２４５号１楼","04 25208966"
"8070483","新工简易型分行","新竹县湖口乡凤山村中华路２２号２楼","03 5972277"
"8071011","忠孝东路分行","台北市忠孝东路四段４８号１楼","02 27717011"
"8071033","建成分行","台北市长安西路４３号１楼","02 25553261"
"8071044","西门简易型分行","台北市成都路７５号１楼","02 23818255"
"8071055","万华分行","台北市康定路２８０－２８８号１楼","02 23023485"
"8071066","兴隆分行","台北市兴隆路二段２２２号","02 29339831"
"8071077","南门分行","台北市南昌路一段１１０号","02 23917565"
"8071088","东门分行","台北市信义路二段１５２号１楼","02 23943203"
"8071099","延平分行","台北市民生西路２８６号１楼","02 25580091"
"8071103","北投分行","台北市光明路１６６之４号１楼","02 28912127"
"8071114","松山分行","台北市八德路四段６８０号１楼","02 27611331"
"8071125","中山分行","台北市中山北路二段７９号１楼","02 25717221"
"8071136","士林分行","台北市士林区承德路４段８５号","02 28868877"
"8071147","三和分行","台北县三重市重新路二段２４号１楼","02 29728787"
"8071158","双园分行","台北市东园街５８号１楼","02 23038222"
"8071169","永和分行","台北县永和市永和路二段４７号１楼","02 29274000"
"8071170","板桥分行","台北县板桥市府中路２３号１楼","02 29671112"
"8071181","基隆分行","基隆市中正区义一路２号１楼","02 24231161"
"8071192","罗东分行","宜兰县罗东镇中正路２０３号１楼Ａ区","03 9545421"
"8071206","宜兰分行","宜兰县宜兰市中山路三段３３号１楼","03 9324511"
"8071217","营业部","台北市南京东路三段３６号","02 21835001"
"8071228","景美分行","台北市车前路１２号１楼","02 29328540"
"8071239","新庄分行","台北县新庄市中正路３４１号１楼","02 22016123"
"8071251","汐止分行","台北县汐止市汐万路一段１号","02 26421561"
"8071262","城中分行","台北市博爱路１７号１楼","02 23817777"
"8071273","光复分行","台北县中和市立德街２０４号１－３楼","02 82275058"
"8071284","正义分行","台北县三重市正义北路３４３号１楼","02 29811335"
"8071295","中和分行","台北县永和市中正路５１号１楼","02 86689393"
"8071310","士东分行","台北市中山北路六段４２３号１楼","02 28727155"
"8071321","中港分行","台北县新庄市中港路３９９号１楼","02 29923123"
"8071332","芦洲分行","台北县芦洲市三民路３０号１楼","02 22818966"
"8071343","内湖分行","台北市内湖路一段７２１号１楼","02 27971600"
"8071354","社子分行","台北市延平北路六段１１１号１楼","02 28129477"
"8071365","信义分行","台北市信义路四段２５２号","02 27058322"
"8071376","永春分行","台北市永吉路３５２号１楼","02 27695323"
"8071387","南三重分行","台北县三重市中正北路４００号１楼","02 29820711"
"8071398","积穗分行","台北县中和市连城路５３３号","02 22234077"
"8071402","莺歌分行","台北县莺歌镇建国路２１２号１楼","02 26786000"
"8071413","新店分行","台北县新店市中正路２９０号１楼","02 29172202"
"8071435","西盛分行","台北县新庄市后港一路６１号１楼","02 22027700"
"8071446","板桥忠孝分行","台北县板桥市忠孝路４２号１楼","02 29553678"
"8071457","思源分行","台北县新庄市化成路５４０号之１","02 29968840"
"8071468","土城分行","台北县土城市中央路二段２２３之５号１楼","02 22608122"
"8071479","三兴分行","台北市庄敬路２９４号１楼","02 27232955"
"8071480","龙江分行","台北市龙江路４０７号１楼","02 25095570"
"8071491","树林分行","台北县树林市中山路一段２８８号１楼","02 26838668"
"8071505","五股分行","台北县五股乡工商路８４号１楼","02 22917333"
"8071538","松德分行","台北市信义区松德路１３２号","02 87882688"
"8071549","东湖分行","台北市东湖路２３号１楼","02 26335555"
"8071550","华江分行","台北县板桥市新海路８２号１楼","02 22572199"
"8071561","北三重分行","台北县三重市自强路四段８３号１楼","02 29826239"
"8071572","兰雅分行","台北市德行东路１８３号１楼","02 28337222"
"8071583","德惠分行","台北市中山区德惠街１６号之５","02 25854880"
"8071594","回龙分行","台北县树林市三俊街６１号１楼","02 26889030"
"8071608","仁爱分行","台北市仁爱路四段３１６号之２","02 27045711"
"8071620","和平分行","台北市和平东路三段２６０号１楼","02 27354533"
"8071642","重新分行","台北县三重市重新路五段５２７号１楼","02 29991418"
"8071653","中兴分行","台北县三重市新兴路４４号１楼","02 29762159"
"8071664","海山分行","台北县土城市金城路３段２００之１２号１楼","02 22703800"
"8071697","南芦洲分行","台北县芦洲市长安街２０３号１楼","02 22896186"
"8071701","江子翠分行","台北县板桥市双十路二段６号之１２一楼","02 82528999"
"8071712","民安分行","台北县新庄市民安东路４７号１楼","02 22058170"
"8071723","苓雅分行","高雄市苓雅区建国一路９０号","07 7256101"
"8071734","莺桃分行","台北县莺歌镇莺桃路二段６０号１楼","02 26786999"
"8071745","溪洲分行","台北县板桥市笃行路二段７４号１楼","02 26876869"
"8071756","泰山分行","台北县泰山乡明志路二段４１６号１楼","02 29030903"
"8071767","汀洲分行","台北市中正区三元街２１７号１楼","02 23378728"
"8071778","南港分行","台北市忠孝东路六段３０４号１楼","02 27885265"
"8071789","深坑分行","台北县深坑乡北深路三段１５６号１楼","02 26642626"
"8071790","南崁分行","桃园县芦竹乡中正路３１０号１楼","03 3214126"
"8071804","北台南分行","台南市北区西门路四段４８０号１楼","06 2823888"
"8071815","西屯分行","台中市南屯区惠中路三段１０号１楼","04 22559988"
"8071826","汐止樟树分行","台北县汐止市中兴路８９号１楼","02 26949898"
"8071837","济南路分行","台北市济南路二段３９号１楼","02 23963001"
"8071848","淡水分行","台北县淡水镇中山北路１段７７号１楼","02 26221788"
"8071859","南桃园分行","桃园县桃园市中山路８４１号１楼","03 3692727"
"8071860","竹科分行","新竹市东区光复路一段４７２号１楼","035645555"
"8071871","员林分行","彰化县员林镇中山路二段５１号","04 8378068"
"8071882","林口分行","桃园县龟山乡文化一路５３号１楼","03 3975888"
"8071893","内坜分行","桃园县中坜市环中东路３２１号１楼","03 4358888"
"8071907","重庆北路分行","台北市重庆北路三段１３９号１楼","02 25982463"
"8071918","新湖分行","台北市瑞光路８号","02 87926888"
"8071929","大园分行","桃园县大园乡中山北路１００巷１号","03 3840688"
"8071930","竹北光明分行","新竹县竹北市光明六路８７－６号一、二楼","03 5530000"
"8071963","竹围简易型分行","台北县淡水镇民族路３１之１５号１楼","02 28087058"
