"通汇金融代号","总单位名称","帐号长度","地址","电话"
"053","台中商业银行","12位","台中市西区民权路８７号","04 22236021"
"通汇金融代号","支单位名称","地址","电话"
"0530721","三重分行","台北县三重市中正北路２号","02 29877878"
"0530732","高雄分行","高雄市苓雅区民权一路１１号","07 9726666"
"0530754","龙井分行","台中县龙井乡游园南路７７号","04 37065000"
"0530776","林口分行","台北县林口乡竹林路８号","02 26021888"
"0530787","虎尾分行","云林县虎尾镇林森路２段５７之２号","05 7701818"
"0530798","苑里分行","苗栗县苑里镇信义路７９号","037771188"
"0530813","斗南分行","云林县斗南镇中山路１５１之９号","05 5954879"
"0530824","竹南分行","苗栗县竹南镇和平街６６号","037779888"
"0530846","内湖分行","台北市内湖区瑞光路３０６号","02 77201111"
"0530857","凤山分行","高雄县凤山市武庆二路１７２号","07 9758888"
"0530868","板桥分行","台北县板桥市民生路一段２８之２号","02 77290000"
"0530879","平镇分行","桃园县平镇市中丰路１４号１楼","03 2725858"
"0530880","新庄分行","台北县新庄市中正路６５１号","02 77161888"
"0530891","民雄分行","嘉义县民雄乡双福村建国路２段７８号","05 3206222"
"0530905","桃园分行","桃园县桃园市中山路３２４号１楼","03 2701666"
"0530916","永康分行","台南县永康市中华路７６０号","06 7021199"
"0530927","竹北分行","新竹县竹北市光明六路东一段２７６号","03 6201888"
"0530938","南崁分行","桃园县芦竹乡南崁路一段２８８号","03 2705899"
"0530949","新竹分行","新竹市四维路１２８号","03 6200888"
"0530950","内坜分行","桃园县中坜市忠孝路２４号","03 2721288"
"0530961","新丰分行","新竹县新丰乡建兴路一段１５５之１２号","03 6213328"
"0530972","大园分行","桃园县大园乡大观路４７号１楼","03 2712377"
"0530983","中坜分行","桃园县中坜市延平路３２６号１楼","03 2712599"
"0530994","龟山分行","桃园县龟山乡万寿路二段１１８５号","03 2712626"
"0531005","杨梅分行","桃园县杨梅镇新农街３３７－１号一楼","03 2712666"
