"通汇金融代号","总单位名称","帐号长度","地址","电话"
"008","华南商业银行","12位","台北市重庆南路一段３８号","02 23713111"
"通汇金融代号","支单位名称","地址","电话"
"0081485","中华路分行","台北市中华路二段５９号","02 23822078"
"0081496","信维分行","台北市大安区信义路四段６号２楼","02 27015123"
"0081500","延吉分行（客户移拨忠孝东路分行服务）","台北市忠孝东路四段２１２号","02 27733577"
"0081511","埔墘分行","台北县板桥市三民路二段３７号","02 29646911"
"0081522","石牌分行","台北市石牌路一段７８号","02 28223822"
"0081533","瑞祥分行","台北市民生东路五段１４５号","02 27641407"
"0081544","台大分行","台北市罗斯福路四段１号","02 23631478"
"0081566","世贸分行","台北市信义路四段４５８号","02 27581392"
"0081577","万华分行","台北市康定路１４９号","02 23812922"
"0081588","南港分行","台北市南港区南港路三段５２号","02 27885966"
"0081599","华江分行","台北县板桥市文化路二段８０号","02 22512581"
"0081603","板桥分行","台北县板桥市忠孝路７３．７５号","02 29511101"
"0081614","三重分行","台北县三重市重新路二段５号之１","02 29824101"
"0081625","北三重分行","台北县三重市龙门路１号","02 29880011"
"0081636","新庄分行","台北县新庄市中正路１００号","02 29944761"
"0081647","永和分行","台北县永和市永和路二段１４７号","02 29214111"
"0081658","中和分行","台北县中和市中山路二段２５７号","02 22495555"
"0081669","新店分行","台北县新店市北新路二段１０８号","02 29136661"
"0081670","淡水分行","台北县淡水镇中正路２８号","02 26219680"
"0081681","汐止分行","台北县汐止市中正路１０１号","02 26416411"
"0081692","南永和分行","台北县永和市中正路２２０号","02 89423288"
"0081706","西三重分行","台北县三重市三和路四段２３７号","02 28575211"
"0081717","南三重分行","台北县三重市中山路３７号","02 29888001"
"0081728","双和分行","台北县中和市中和路３１６号","02 29261771"
"0081739","新泰分行","台北县新庄市中正路８８７之１６号","02 29071181"
"0081740","二重分行","台北县三重市光复路一段８８号","02 29991166"
"0081751","板新分行","台北县板桥市区运路３０号","02 29631777"
"0081762","五股分行","台北县新庄市中山路一段６９号","02 85218788"
"0081784","北投分行","台北市北投路二段１３号","02 28934166"
"0081795","西湖分行","台北市内湖路一段３９２号","02 27977189"
"0081809","积穗分行","台北县中和市中山路二段５６２号","02 22220603"
"0081810","三和分行（客户移拨北三重分行服务）","台北县三重市龙门路１号","02 29880011"
"0081821","福和分行","台北县永和市福和路１５８号","02 89280491"
"0081832","南势角分行","台北县中和市景新街３４２号","02 29421722"
"0081843","北芦洲分行","台北县芦洲市长荣路２１３号１楼","02 28470606"
"0081854","芦洲分行","台北县芦洲市中山一路２３０号","02 22886888"
"0081865","土城分行","台北县土城市千岁路１５号","02 22672345"
"0081876","北新分行","台北县新店市民权路１２９号","02 22180111"
"0081898","天母分行","台北市忠诚路一段１０９号","02 28380777"
"0081902","内湖分行","台北市内湖区成功路四段１５７号１楼","02 27961266"
"0081913","树林分行","台北县树林市中山路一段１８９号","02 26870656"
"0081924","樟树湾分行","台北县汐止市大同路一段２７６号","02 26472611"
"0081935","泰山分行","台北县泰山乡明志路二段９９号","02 22968388"
"0081946","三峡分行","台北县三峡镇和平街６５号","02 26747711"
"0081957","文山分行","台北市木栅路一段５２号１楼","02 22360288"
"0081968","莺歌分行","台北县莺歌镇国庆街１０１号","02 26777711"
"0081979","北新庄分行","台北县新庄市中华路二段２１１号","02 66371688"
"0081980","北土城分行","台北县土城市裕民路１４９号１楼","02 22635656"
"0082002","基隆分行","基隆市仁一路３０５号","02 24222192"
"0082013","基隆港口分行","基隆市忠二路４６号","02 24282121"
"0082116","七堵分行","基隆市七堵区明德一路８１号","02 24567101"
"0082208","罗东分行","宜兰县罗东镇公正路８５号","03 9543611"
"0082219","宜兰分行","宜兰县宜兰市中山路三段１４０号","03 9354911"
"0082404","桃园分行","桃园县桃园市南华街７９号","03 3321121"
"0082415","中坜分行","桃园县中坜市民族路３５号","03 4936999"
"0082426","杨梅分行","桃园县杨梅镇大成路９３号","03 4755131"
"0082437","坜昌分行","桃园县中坜市中正路１７５号","03 4253151"
"0082448","北桃园分行","桃园县桃园市大兴西路二段９４号","03 3011234"
"0082459","南崁分行","桃园县芦竹乡南崁路一段９９号１楼","03 3521212"
"0082460","平镇分行","桃园县平镇市环南路２６５号","03 4689688"
"0082471","八德分行","桃园县八德市介寿路二段３０７号","03 3679911"
"0082482","龟山分行","桃园县龟山乡万寿路二段１２２７号","03 3505822"
"0082493","龙潭分行","桃园县龙潭乡中正路８号１－３楼","03 4090666"
"0082507","大溪分行","桃园县大溪镇慈湖路８７号","03 3878833"
"0082518","内坜分行","桃园县中坜市环中东路２６０号","03 4626969"
"0082529","林口分行","桃园县龟山乡文化二路３８之１１号","03 3183456"
"0082600","观音分行","桃园县观音乡中山路２段７８０号","03 4081731"
"0082611","中正分行","桃园县观音乡中正路１４６号","03 4735806"
"0082622","大园分行","桃园县大园乡中正东路１０８号","03 3867272"
"0082633","观音分行文化办事处（客户由观音分行服务）","桃园县观音乡中山路２段７８０号","03 4081731"
"0082644","观音分行富源办事处（客户由观音分行服务）","桃园县观音乡中山路２段７８０号","03 4081731"
"0082655","观音分行仑坪办事处（客户由观音分行服务）","桃园县观音乡中山路２段７８０号","03 4081731"
"0083009","新竹分行","新竹市东门街１３１号","03 5217111"
"0083010","竹东分行","新竹县竹东镇朝阳路９号１楼","03 5969372"
"0083021","竹科分行","新竹市光复路一段４９５号","03 6687888"
"0083102","新丰分行","新竹县新丰乡建兴路一段１５５之１６号","03 5592130"
"0083113","新丰分行员山办事处（客户由新丰分行服务）","新竹县新丰乡建兴路一段１５５之１６号","03 5592130"
"0083124","新丰分行后湖办事处（客户由新丰分行服务）","新竹县新丰乡建兴路一段１５５之１６号","03 5592130"
"0083205","竹南分行","苗栗县竹南镇博爱街１０号","037472651"
"0083216","头份分行","苗栗县头份镇中华路９２２号","037663577"
"0083227","苗栗分行","苗栗县苗栗市中正路６８６号","037353711"
"0083238","竹北分行","新竹县竹北市县政九路１５９号","03 5542277"
"0083515","大众分行","新竹市西大路１１８号","03 5212191"
"0084006","丰原分行","台中县丰原市信义街９５号","04 25273180"
"0084017","东势分行","台中县东势镇三民街２８２号","04 25871180"
"0084028","清水分行","台中县清水镇中山路２４１号","04 26237171"
"0084039","西丰原分行","台中县丰原市圆环南路２２５号","04 25275123"
"0084202","台中分行","台中市民权路１７４号","04 22261111"
"0084213","台中民族路分行","台中市民族路４７号","04 22243171"
"0084224","南台中分行","台中市复兴路四段５３号","04 22294471"
"0084235","北台中分行","台中市五权路３３８号","04 22025131"
"0084246","台中港路分行","台中市台中港路二段９号","04 23266555"
"0084257","大里分行","台中县大里市东荣路３７号","04 24835151"
"0084268","水湳分行","台中市文心路四段８１号","04 22924456"
"0084279","五权分行","台中市忠明南路２７０号","04 23755981"
"0084291","大甲分行","台中县大甲镇新政路４号","04 26805111"
"0084305","太平分行","台中县太平市中兴东路５８号","04 22771919"
"0084316","中科分行","台中市西屯区工业区一路１６号１楼","04 23591778"
"0084512","沙鹿分行","台中县沙鹿镇沙田路１１２号","04 26629951"
"0085003","草屯分行","南投县草屯镇太平路二段３１７号","0492323881"
"0085014","南投分行","南投县南投市复兴路２３６号","0492222701"
"0085209","彰化分行","彰化县彰化市光复路１５２号","04 7242151"
"0085210","和美分行","彰化县和美镇彰美路５段３００号","04 7556101"
"0085221","员林分行","彰化县员林镇中山路一段７５３号","04 8358161"
"0085232","鹿港分行","彰化县鹿港镇民权路２７９号","04 7745988"
"0085243","溪湖分行","彰化县溪湖镇西环路２５０号","04 8821811"
"0085405","斗六分行","云林县斗六市大同路４５号","05 5339711"
"0085416","虎尾分行","云林县虎尾镇中正路５０号","05 6334901"
"0085427","西螺分行","云林县西螺镇光复西路２３９号","05 5882868"
"0085438","北港分行","云林县北港镇大同路２５２号","05 7730280"
"0086000","嘉义分行","嘉义市中山路３２０号","05 2232050"
"0086011","嘉南分行","嘉义市兰井街４６９号","05 2236321"
"0086022","朴子分行","嘉义县朴子市文化南路二号","05 3701133"
"0086206","新营分行","台南县新营市新进路二段１０９号","06 6322295"
"0086217","麻豆分行","台南县麻豆镇中山路３６号","06 5727241"
"0086228","永康分行","台南县永康市中华路８００号","06 2015531"
"0086402","台南分行","台南市永福路二段１５４号","06 2222111"
"0086413","赤崁分行","台南市永福路二段１５４号","06 2222111"
"0086424","东台南分行","台南市林森路二段９０号","06 2747027"
"0086435","西台南分行","台南市康乐街１５６号","06 2211622"
"0086446","北台南分行","台南市成功路２９４号","06 2221171"
"0086457","南都分行","台南市长荣路一段２０３号","06 2360789"
"0086468","安南分行","台南市安和路四段４６７号之１","06 3567272"
"0086479","仁德分行","台南县仁德乡中山路５１１号","06 2490651"
"0086480","新市分行","台南县新市乡中正路２３２之１号","06 5893535"
"0086815","金华分行","台南市金华路二段１７２号","06 2911835"
"0087007","高雄分行","高雄市五福四路１７８号","07 5611241"
"0087018","东苓分行","高雄市中正一路１２０号","07 7130701"
"0087029","新兴分行","高雄市中山一路１１７号","07 2864191"
"0087030","高雄三民分行","高雄市七贤二路１８９号","07 2859161"
"0087041","苓雅分行","高雄市中山二路４８９号","07 3353141"
"0087052","前镇分行","高雄市前镇区一心二路３３号","07 3358231"
"0087063","高雄博爱分行","高雄市九如二路１５０号","07 3113531"
"0087074","南高雄分行","高雄市三多三路１５３号","07 3368101"
"0087085","东高雄分行","高雄市六合一路７８号","07 2385901"
"0087096","大昌分行","高雄市大昌二路５７号","07 3806150"
"0087100","北高雄分行","高雄市左营区博爱三路６号","07 3464601"
"0087111","楠梓分行","高雄市楠梓区兴楠路３３６号","07 3513299"
"0087122","左营分行","高雄市左营区博爱四路１６０号１楼","07 3438911"
"0087199","冈山分行","高雄县冈山镇冈山路３３１号","07 6211091"
"0087203","凤山分行","高雄县凤山市中山路１４５号","07 7472121"
"0087214","路竹分行","高雄县路竹乡大社路９０之２号","07 6072233"
"0087225","仁武分行","高雄县仁武乡中正路４１号","07 3711101"
"0087502","大顺分行（客户移拨大昌分行服务）","高雄市大昌二路５７号","07 3806150"
"0087513","篱仔内分行","高雄市班超路１３２号","07 7112366"
"0087524","五甲分行","高雄县凤山市五甲二路６４２号１楼","07 8414495"
"0087535","光华分行","高雄市光华一路１４８之１９号","07 7161601"
"0087605","小港分行","高雄市小港区二苓路１８０号","07 8013993"
"0087616","小港分行高松办事处","高雄市小港区二苓路１８０号","07 8013993"
"0087627","二苓分行","高雄市小港区二苓路１８０号","07 8013993"
"0087638","大林蒲分行","高雄市小港区凤林路３７号","07 8712888"
"0087649","小港分行海汕办事处","高雄市小港区二苓路１８０号","07 8013993"
"0087650","高雄桂林分行","高雄市桂阳路４４号","07 7913917"
"0088004","屏东分行","屏东县屏东市复兴路３６号","08 7323831"
"0088015","内埔分行","屏东县内埔乡广济路１８７号","08 7799911"
"0088026","潮州分行","屏东县潮州镇新生路７１号","08 7883001"
"0088107","竹田分行","屏东县竹田乡履丰村丰明村６号","08 7712315"
"0088118","竹田分行西势办事处","屏东县竹田乡履丰村丰明路６号","08 7712315"
"0088129","竹田分行大明办事处","屏东县竹田乡履丰村丰明路６号","08 7712315"
"0088130","佳冬分行","屏东县佳冬乡佳冬村佳昌路１５５号","08 8662811"
"0088141","佳冬分行昌隆办事处（客户由佳冬分行服务）","屏东县佳冬乡佳冬村佳昌路１５５号","08 8662811"
"0088152","佳冬分行玉光办事处（客户由佳冬分行服务）","屏东县佳冬乡佳冬村佳昌路１５５号","08 8662811"
"0088163","佳冬分行羌园办事处（客户由佳冬分行服务）","屏东县佳冬乡佳冬村佳昌路１５５号","08 8662811"
"0088200","花莲分行","花莲县花莲市中山路７８号","03 8323181"
"0088303","台东分行","台东县台东市中华路一段３４７号","089310121"
