"通汇金融代号","总单位名称","帐号长度","地址","电话"
"954","财团法人农渔会中区资讯中心","14位","台中县雾峰乡四德路１０号５Ｆ","04 23334800"
"通汇金融代号","支单位名称","地址","电话"
"9543243","大湖分部","苗栗县大湖乡明湖村九邻中原路１６号","037994805"
"9549407","大雅乡农会","台中县大雅乡中清路二段１３６号","04 25662216"
"9549418","上枫办事处","台中县大雅乡民生路４６３之４号","04 25681406"
"9549429","马冈办事处","台中县大雅乡建兴路１９５号","04 25661233"
"9549430","忠义办事处","台中县大雅乡中清路四段３３７之９号","04 25662270"
"9549452","横山分部","台中县大雅乡永和路３０－１号","04 25675730"
"9547403","山上乡农会","台南县山上乡南洲村６号","06 5781811"
"9546705","中埔乡农会","嘉义县中埔乡中埔村１３０号","05 2532201"
"9546716","三层分部","嘉义县中埔乡三层村崎头仔２５号","05 2551205"
"9546727","同仁分部","嘉义县中埔乡同仁村１６３号","05 2532207"
"9546738","金兰分部","嘉义县中埔乡金兰村顶山门３６号","05 2394058"
"9546749","隆兴分部","嘉义县中埔乡中埔村１３０号","05 2532208"
"9546750","和睦分部","嘉义县中埔乡和美村中山路五段９７６号","05 2300315"
"9546761","沄水分部","嘉义县中埔乡沄水村沄水街２７∣７号","05 2532206"
"9546772","和兴分部","嘉义县中埔乡和兴村中华路８６３号","05 2397646"
"9546783","和美分部","嘉义县中埔乡和美村２９邻中山新村５２０号","05 2396841"
"9542501","中寮乡农会","南投县中寮乡永平村永平路１８６号","0492691111"
"9542512","爽文分部","南投县中寮乡爽文村龙南路１６８号","0492601146"
"9542545","义和分部","南投县中寮乡义和村永平路４４７之５号","0492232735"
"9542556","内城分部","南投县中寮乡内城村龙南路８－２６号","0492601569"
"9542567","永福分部","南投县中寮乡永平村永平路３７６之１２号","0492691924"
"9542903","仁爱乡农会","南投县仁爱乡大同村仁和路１５０号","0492802249"
"9548204","仁德乡农会","台南县仁德乡中正路二段１１３６号","06 2793911"
"9548215","太子分部","台南县仁德乡太子路２１８号","06 2726075"
"9548226","后壁分部","台南县仁德乡中正路二段２７９号","06 2794687"
"9548237","保安分部","台南县仁德乡保安路一段１４９号","06 2662331"
"9548248","中洲分部","台南县仁德乡中洲村３３６∣９号","06 2660823"
"9548259","二行分部","台南县仁德乡二行村２１∣１号","06 2661161"
"9546406","元长乡农会","云林县元长乡中山路４２号","05 7882116"
"9546417","鹿寮分部","云林县元长乡中央路１３号","05 7983070"
"9546428","客庴分部","云林县元长乡顶寮路５∣１２号","05 7882304"
"9549005","内埔地区农会","屏东县内埔乡东宁村平昌街１号","08 7783251"
"9549016","丰田分部","屏东县内埔乡丰田村新中路１３９号","08 7790187"
"9549027","东势分部","屏东县内埔乡东势村嘉应路１４４号","08 7783524"
"9549038","龙泉分部","屏东县内埔乡龙潭村昭胜路２７４号","08 7702848"
"9549049","水门分部","屏东县内埔乡水门村育英路５号","08 7991087"
"9549050","老埤办事处","屏东县内埔乡老埤村寿比路３０１号","08 7799462"
"9540301","公馆乡农会","苗栗县公馆乡馆东村大同路２６６号","037225211"
"9540312","福基办事处","苗栗县公馆乡福基村１２３号","037223754"
"9540334","五谷办事处","苗栗县公馆乡五谷村１９８号","037226243"
"9540345","鹤冈办事处","苗栗县公馆乡鹤山村２２４号","037226228"
"9543508","太平市农会","台中县太平市中南路１４号","04 22781148"
"9543519","新光分部","台中县太平市中山路四段９６巷１８号","04 23953418"
"9543520","头汴分部","台中县太平市新城路３１号","04 22702549"
"9543531","光隆分部","台中县太平市光兴路７３∣５号","04 22704969"
"9543542","中山分部","台中县太平市中山路二段４９１号","04 23931575"
"9543553","东平分部","台中县太平市东平路５９２号","04 22756187"
"9543564","坪林分部","台中县太平市中山路二段５７∣７号","04 23928518"
"9542109","水里乡农会","南投县水里乡民生路１５８号","0492772101"
"9542110","上安分部","南投县水里乡上安村安村巷１１９∣５号","0492821412"
"9542121","玉峰分部","南投县水里乡玉峰村仁爱路７∣１３号","0492772792"
"9542132","民和分部","南投县水里乡民和村忠信巷５１∣１号","0492741166"
"9546602","水林乡农会","云林县水林乡水南村水林路４７－１号","05 7852605"
"9546613","茑松办事处","云林县水林乡松中村茑松路１６４－１号","05 7841854"
"9546624","西井办事处","云林县水林乡西井村３７号","05 7921715"
"9546635","溪墘办事处","云林县水林乡溪墘村溪墘厝路３３号","05 7854440"
"9546646","宏仁办事处","云林县水林乡湾东村宏仁路３１号","05 7851614"
"9543900","北斗镇农会","彰化县北斗镇光复路１８９号","04 8884156"
"9546509","北港镇农会","云林县北港镇中正路２０号","05 7832012"
"9546510","好收分部","云林县北港镇好收路１∣２号","05 7921798"
"9544701","外埔乡农会","台中县外埔乡大同村甲后路３６８号","04 26832311"
"9544712","土城办事处","台中县外埔乡土城村土城路１５８号","04 26834872"
"9544723","大东分部","台中县外埔乡大东村甲后路６９３号之１","04 26879000"
"9547300","左镇乡农会","台南县左镇乡中正村９８∣１号","06 5731716"
"9547702","玉溪地区农会","花莲县玉里镇中山路二段４９号","03 8883181"
"9547713","卓溪分部","花莲县玉里镇三民里３９号","03 8841121"
"9547724","松浦分部","花莲县玉里镇万丽１０∣１号","03 8851215"
"9545904","田中镇农会","彰化县田中镇南北街６８号","04 8749211"
"9543807","田尾乡农会","彰化县田尾乡饶平村公所路１３９号","04 8830970"
"9543818","溪畔分部","彰化县田尾乡溪畔村中山路二段４２７号","04 8221264"
"9543829","福田分部","彰化县田尾乡福田村光复路一段１７１号","04 8732804"
"9543830","海丰分部","彰化县田尾乡陆丰村民生路二段２４２号","04 8222669"
"9548606","白河镇农会","台南县白河镇三民路４１２号","06 6831670"
"9548617","市场分部","台南县白河镇新富街８∣１号","06 6832040"
"9548628","关岭分部","台南县白河镇关岭里７１∣３号","06 6822075"
"9548639","竹门分部","台南县白河镇竹门里２８∣１３号","06 6832061"
"9548640","玉丰分部","台南县白河镇玉丰里２２∣１０号","06 6832105"
"9548651","内角分部","台南县白河镇内角里２４∣４号","06 6816058"
"9544103","台中县石冈乡农会","台中县石冈乡万安村石冈街６７号","04 25721246"
"9544114","和盛分部","台中县石冈乡和盛村和盛街２０号","04 25815407"
"9544125","万兴办事处","台中县石冈乡万兴村丰势路８８１巷１０号","04 25822117"
"9549201","光丰地区农会","花莲县光复乡中华路１９３号","03 8702231"
"9549212","大富分部","花莲县光复乡大富村明德街４２号","03 8731121"
"9549223","丰滨分部","花莲县丰滨乡丰滨村光丰路５５号","03 8791145"
"9544402","后里乡农会","台中县后里乡民生路２６８号","04 25565116"
"9544413","义里分部","台中县后里乡义里村甲后路３３３号","04 25560037"
"9544424","公馆分部","台中县后里乡公馆村三丰路３９０号","04 25562045"
"9544435","眉山分部","台中县后里乡眉山村甲后路９１１之１号","04 25563723"
"9548503","安定乡农会","台南县安定乡安定村５８号","06 5922121"
"9548514","苏厝分部","台南县安定乡苏林村２４２号","06 5922064"
"9548525","港口办事处","台南县安定乡港口村３５６之１号","06 5932028"
"9548536","中沙分部","台南县安定乡中沙村中仑１４８号","06 5931265"
"9548547","海寮分部","台南县安定乡海寮村１０之１２号","06 5931554"
"9546004","南投县竹山镇农会","南投县竹山镇下横街３８号","0492642186"
"9546015","社寮分部","南投县竹山镇集山路一段１７６２巷２号","0492623077"
"9546026","瑞竹分部","南投县竹山镇鲤南路３０４之１５号","0492711002"
"9546037","延平分部","南投县竹山镇集山路三段２６号","0492655883"
"9546048","中央分部","南投县竹山镇集山路一段１１４５号","0492624077"
"9541102","竹南镇农会","苗栗县竹南镇民权街３０号","037472045"
"9541113","中港分部","苗栗县竹南镇中正路５３５号","037463503"
"9541124","大埔分部","苗栗县竹南镇大埔里仁爱路１１０１号","037638866"
"9541135","龙凤分部","苗栗县竹南镇龙山路二段１９号","037465632"
"9541700","西湖乡农会","苗栗县西湖乡三湖村７１号","037921715"
"9541711","五湖分部","苗栗县西湖乡五湖村８６号","037911070"
"9545007","伸港乡农会","彰化县伸港乡中山东路１３５号","04 7983191"
"9549706","台中县沙鹿镇农会","台中县沙鹿镇沙田路１３１号","04 26623111"
"9549717","北势办事处","台中县沙鹿镇镇南路１４０之１５号","04 26318511"
"9549728","鹿峰分部","台中县沙鹿镇鹿寮里中山路５３１－１号","04 26651990"
"9549739","西明办事处","台中县沙鹿镇中清路６５之１８号","04 26152034"
"9549740","公馆办事处","台中县沙鹿镇中清路４之１号","04 26152895"
"9541009","卓兰镇农会","苗栗县卓兰镇中正路１４５号","04 25892011"
"9549304","和平乡农会","台中县和平乡南势村东关路三段１６１号","04 25941518"
"9549315","梨山办事处","台中县和平乡梨山村中正路８８号","04 25981638"
"9549326","双崎办事处","台中县和平乡自由村东崎路二段３３号","04 25911410"
"9545100","和美镇农会","彰化县和美镇彰美路五段２６６号","04 7564141"
"9545122","涂厝分部","彰化县和美镇彰新路六段５号","04 7566231"
"9545133","新庄分部","彰化县和美镇彰新路二段５２９号","04 7361750"
"9545144","镇平分部","彰化县和美镇彰草路二段２６６号","04 7636678"
"9547001","官田乡农会","台南县官田乡隆田村文化街２５号","06 5791221"
"9547012","西庄办事处","台南县官田乡西庄村６１∣１号","06 5791501"
"9547023","官田办事处","台南县官田乡官田村１２２号","06 6901591"
"9547034","二镇办事处","台南县官田乡二镇村６７∣１号","06 6982593"
"9547045","渡头办事处","台南县官田乡渡头村９２号","06 6901592"
"9547056","湖山办事处","台南县官田乡湖山村９９∣５号","06 6981594"
"9548709","东山乡农会","台南县东山乡东中村中兴路１号","06 6800814"
"9548710","东原办事处","台南县东山乡东原村三邻１６２号","06 6861002"
"9548721","青山办事处","台南县东山乡青山村２邻１５之１１号","06 6861354"
"9548732","南溪办事处","台南县东山乡南溪村２邻１４之９号","06 6231430"
"9548743","圣贤办事处","台南县东山乡圣贤村２２邻９１之２号","06 6359771"
"9549603","台中县东势镇农会","台中县东势镇丰势路２９７号","04 25872151"
"9543704","林内乡农会","云林县林内乡李中村瑞农路２３号","05 5892002"
"9545605","社头乡农会","彰化县社头乡社平路３０号","04 8732516"
"9545616","湳雅分部","彰化县社头乡山脚路三段３２２巷１号","04 8732871"
"9545627","桥头分部","彰化县社头乡员集路三段５２７号","04 8720750"
"9545638","清水办事处","彰化县社头乡清兴路５０巷７１号","04 8736199"
"9543601","花莲市农会","花莲县花莲市中山路２１０号","03 8326181"
"9543612","花商分部","花莲县花莲市中山路５４７号","03 8358186"
"9543634","自强分部","花莲县花莲市富国路４７号","03 8577571"
"9543645","美仑分部","花莲县花莲市中美路２１８号","03 8234290"
"9545203","花坛乡农会","彰化县花坛乡花坛街２１６号","04 7867821"
"9545214","白沙分部","彰化县花坛乡虎山街７０∣５号","04 7862057"
"9545225","湾雅分部","彰化县花坛乡彰员路１４８号","04 7862016"
"9545236","口庄分部","彰化县花坛乡中山路二段６６７号","04 7611026"
"9545258","长沙分部","彰化县花坛乡中正路１０１号","04 7871364"
"9540404","阿里山乡农会","嘉义县阿里山乡乐野村１１４号","05 2562332"
"9540415","中山分部","嘉义县阿里山乡中正村５２号","05 2697292"
"9540426","达邦分部","嘉义县阿里山乡达邦村７４号","05 2511351"
"9542202","信义乡农会","南投县信义乡明德村明德街２９号","0492791415"
"9542213","和社分部","南投县信义乡同富村同和巷９７∣１号","0492701008"
"9542224","地利分部","南投县信义乡地利村开信巷１２１号","0492741200"
"9549902","南化乡农会","台南县南化乡南化村１２８号","06 5771516"
"9542006","南投市农会","南投县南投市龙井街６２号","0492223346"
"9542017","内兴分部","南投县南投市南营路６６号","0492359971"
"9542028","永丰分部","南投县南投市彰南路三段６４０号","0492252144"
"9542039","福山分部","南投县南投市八卦路７１号","0492291265"
"9542040","营南分部","南投县南投市营盘路１号","0492335429"
"9542051","营北分部","南投县南投市下庄巷２０∣４号","0492335428"
"9542062","凤山分部","南投县南投市八卦路１８２∣１２号","0492292064"
"9542073","漳和分部","南投县南投市彰南路二段４２３号","0492222569"
"9540703","南龙区渔会","苗栗县后龙镇中山路１１５号","037727667"
"9540714","竹南分部","苗栗县竹南镇民生路５２号","037468681"
"9543302","南庄乡农会","苗栗县南庄乡东村中正路６０号","037823155"
"9543313","田美分部","苗栗县南庄乡田美村１５２之３号","037823550"
"9543324","南富分部","苗栗县南庄乡南富村大南埔６０号","037822261"
"9548802","后壁乡农会","台南县后壁乡后壁村９７号","06 6872111"
"9548813","菁寮办事处","台南县后壁乡墨林村３４６号","06 6621752"
"9548824","安溪办事处","台南县后壁乡长安村５０号","06 6361840"
"9548835","上茄苳分部","台南县后壁乡嘉民村２０３∣１号","06 6881600"
"9548846","新东分部","台南县后壁乡新东村１４５∣８号","06 6324840"
"9548857","竹新分部","台南县后壁乡竹新村１１７∣５号","06 6325230"
"9547506","柳营乡农会","台南县柳营乡土林村９３号","06 6221248"
"9547517","太康办事处","台南县柳营乡太康村５５之５号","06 6220060"
"9547528","重溪办事处","台南县柳营乡重溪村１２之１号","06 6231744"
"9547539","旭山办事处","台南县柳营乡旭山村山仔脚５９之３号","06 6231219"
"9547540","果毅办事处","台南县柳营乡神农村２２７号","06 6231490"
"9541607","苗栗市农会","苗栗县苗栗市青苗里中正路６１１号","037320484"
"9541618","北苗办事处","苗栗县苗栗市上苗里中正路３１号","037260160"
"9541629","南苗办事处","苗栗县苗栗市新苗里中正路７７５号","037320136"
"9541630","嘉盛办事处","苗栗县苗栗市为公路２９０号","037263718"
"9543003","苑里镇农会","苗栗县苑里镇为公路６５号","037862141"
"9543014","山脚分部","苗栗县苑里镇山脚里９８号","037862148"
"9543025","社苓分部","苗栗县苑里镇社苓里１１０∣１号","037867575"
"9542408","埔里镇农会","南投县埔里镇西安路一段６号","0492986424"
"9542419","合成分部","南投县埔里镇西安路三段２３２号","0492932422"
"9542420","爱兰分部","南投县埔里镇铁山路３１号","0492913171"
"9542431","北安分部","南投县埔里镇建国路１４０号","0492999879"
"9548053","埔盐乡农会","彰化县埔盐乡好修村员鹿路二段７２号","04 8653016"
"9544804","乌日乡农会","台中县乌日乡乌日村三民街１９３号","04 23376150"
"9544815","溪坝分部","台中县乌日乡溪坝村溪南路１９１号","04 23352666"
"9544826","九德分部","台中县乌日乡仁德村中山路一段４４１号","04 23375831"
"9544837","成功分部","台中县乌日乡荣泉村中山路三段６２８号","04 23377639"
"9542707","国姓乡农会","南投县国姓乡柑林村中正路二段３５７号","0492721510"
"9542718","国姓分部","南投县国姓乡石门村国信路２６９号","0492721006"
"9542729","长流分部","南投县国姓乡长流村大长路３９８号","0492431007"
"9542730","北山分部","南投县国姓乡北山村中正路四段１４３号","0492451008"
"9542741","北港分部","南投县国姓乡北港村国姓路６３号","0492461456"
"9542752","福龟分部","南投县国姓乡福龟村中正路一段５０∣１号","0492724008"
"9542763","南港分部","南投县国姓乡南港村南港路９１号","0492452500"
"9544309","梧栖镇农会","台中县梧栖镇文化路二段８７号","04 26562811"
"9544310","兴农分部","台中县梧栖镇港埠路一段５４５号","04 26392611"
"9544321","安宁分部","台中县梧栖镇永兴路一段５７０号","04 26394851"
"9544332","大庄分部","台中县梧栖镇中栖路一段８６０号","04 26573311"
"9544343","南简办事处","台中县梧栖镇中央路二段４９６之１号","04 26577171"
"9544505","清水镇农会","台中县清水镇镇南街４６号","04 26222058"
"9544516","临江办事处","台中县清水镇高美路３６７∣２号","04 26272562"
"9544527","南社分部","台中县清水镇鳌峰路３５３号","04 26271200"
"9549500","通苑区渔会","苗栗县通霄镇中正路９９号","037758606"
"9549511","苑里分部","苗栗县苑里镇中山路１３３号","037861171"
"9541803","通霄镇农会","苗栗县通霄镇中正路２０号","037753111"
"9541814","白沙屯分部","苗栗县通霄镇白东里１０７∣８号","037792146"
"9541401","造桥乡农会","苗栗县造桥乡造桥村平仁路３４号","037563215"
"9541412","大西办事处","苗栗县造桥乡大西村３６∣１号","037541541"
"9541423","朝阳办事处","苗栗县造桥乡朝阳村４∣１号","037635880"
"9541434","龙升办事处","苗栗县造桥乡龙升村１９∣４号","037651658"
"9541456","丰湖办事处","苗栗县造桥乡丰湖村八十尺桥５３∣２号","037562036"
"9542604","鱼池乡农会","南投县鱼池乡鱼池乡３１８号","0492895505"
"9542615","头社分部","南投县鱼池乡武登村协力巷２３∣１号","0492861168"
"9542626","日月潭分部","南投县鱼池乡水社村名胜街３４号","0492855130"
"9542637","东光分部","南投县鱼池乡东光村庆隆巷６∣１６号","0492880848"
"9542648","共和分部","南投县鱼池乡共和村五马巷５９号","0492880365"
"9542659","五城分部","南投县鱼池乡五城村五城巷２４∣２号","0492895133"
"9542800","鹿谷乡农会","南投县鹿谷乡鹿谷村中正路９４号","0492752100"
"9542811","广兴分部","南投县鹿谷乡广兴光复路１８８号","0492752017"
"9542822","初乡分部","南投县鹿谷乡初乡村中正路２１１∣７号","0492752021"
"9542833","竹林分部","南投县鹿谷乡竹丰村光复路９５∣２１号","0492676038"
"9542844","坪顶分部","南投县鹿谷乡秀峰村仁爱路１６３号","0492671101"
"9542855","永隆分部","南投县鹿谷乡永隆村仁义路８２∣１２号","0492751880"
"9542866","瑞田分部","南投县鹿谷乡瑞田村集连巷１∣３号","0492671102"
"9542877","凤凰分部","南投县鹿谷乡凤凰村新进巷１∣５号","0492753961"
"9546808","鹿港镇农会","彰化县鹿港镇顺兴里建国路７号","04 7772331"
"9546819","草港分部","彰化县鹿港镇草中里庆安街５５号","04 7716520"
"9546820","顶番分部","彰化县鹿港镇顶番里彰顶路３５５号","04 7710978"
"9546831","海埔分部","彰化县鹿港镇鹿草路二段８２４号","04 7761119"
"9546842","东崎分部","彰化县鹿港镇东崎三巷７号","04 7780778"
"9546107","麦寮乡农会","云林县麦寮乡麦丰村中正路１号","05 6931101"
"9546118","桥头分部","云林县麦寮乡桥头村仁德路１９９号","05 6912534"
"9548101","麻豆镇农会","台南县麻豆镇兴中路１２７号","06 5723121"
"9548112","光复分部","台南县麻豆镇光复路８号","06 5722077"
"9548123","新生办事处","台南县麻豆镇新生街９９号","06 5722101"
"9548134","复光分部","台南县麻豆镇庄礼寮２号","06 5702641"
"9548145","安业分部","台南县麻豆镇兴国路５８号","06 5711232"
"9542305","集集镇农会","南投县集集镇民生路１１３号","0492761700"
"9542316","田寮分部","南投县集集镇田寮里龙泉巷３７号","0492781214"
"9546200","云林县东势乡农会","云林县东势乡民生路５６号","05 6992245"
"9546211","新坤办事处","云林县东势乡新坤路７２之５号","05 6997791"
"9547207","新市乡农会","台南县新市乡新市村复兴路１∣１号","06 5993645"
"9547218","大社办事处","台南县新市乡大社村４０７号","06 5991728"
"9544206","新社乡农会","台中县新社乡新社村中和街四段２２６号","04 25811511"
"9544217","福兴分部","台中县新社乡福兴村美林２９号","04 25941683"
"9544228","中兴岭分部","台中县新社乡中兴村中兴岭７２号","04 25817408"
"9549809","新化镇农会","台南县新化镇信义街４５０号","06 5902400"
"9549810","那拔林分部","台南县新化镇那拔林２９７号","06 5911549"
"9549821","中山分部","台南县新化镇中山路２３１号","06 5902713"
"9545801","溪州乡农会","彰化县溪州乡中央路三段３２４号","04 8895610"
"9545812","西畔分部","彰化县溪州乡登山路三段１３０号","04 8802173"
"9545823","大庄分部","彰化县溪州乡登山路一段１３８号","04 8802927"
"9545502","溪湖镇农会","彰化县溪湖镇员鹿路三段６９号","04 8853316"
"9540507","狮潭乡农会","苗栗县狮潭乡新店村１２５号","037931306"
"9540518","汶水分部","苗栗县狮潭乡竹木村４３号","037991541"
"9546901","瑞穗乡本会","花莲县瑞穗乡中山路一段１２８号","03 8872226"
"9546912","富源分部","花莲县瑞穗乡富民村２３２号","03 8811030"
"9540024","彰化市农会","彰化县彰化市大竹里彰南路二段２０８号","04 7371178"
"9548905","彰化区渔会","彰化县鹿港镇复兴路４８５号","04 7788945"
"9548916","王功分部","彰化县芳苑乡和平村芳汉路３７７号","04 8936151"
"9548927","芳苑分部","彰化县芳苑乡芳中村中央路１３８号","04 8983215"
"9548938","大城分部","彰化县大城乡西港村中央路３９号","04 8941820"
"9548949","草港分部","彰化县鹿港镇鹿草路四段３５３号","04 7714361"
"9548950","福兴分部","彰化县福兴乡福兴村沿海路５段３２号","04 7789687"
"9548961","伸港分部","彰化县伸港乡新兴路１００号","04 7982064"
"9545306","福兴乡农会","彰化县福兴乡桥头村复兴路２８号","04 7789226"
"9541906","铜锣乡农会","苗栗县铜锣乡永乐路２２号","037981047"
"9541917","中平分部","苗栗县铜锣乡中平村１６３∣１号","037225261"
"9541928","新隆分部","苗栗县铜锣乡新隆村１０４∣１号","037971070"
"9549108","凤荣地区农会","花莲县凤林镇光复路１０５号","03 8761166"
"9549119","林荣分部","花莲县凤林镇林荣路２１２号","03 8771526"
"9549120","万荣分部","花莲县凤林镇长桥里１１９号","03 8751400"
"9544907","潭子乡农会","台中县潭子乡潭秀村潭子街三段８１号","04 25344211"
"9544918","头家分部","台中县潭子乡头家村头张路一段１３７号","04 25334992"
"9544929","东宝分部","台中县潭子乡东宝村雅潭路二段３８２号","04 25328292"
"9544930","栗林办事处","台中县潭子乡中山路三段２６４号","04 25334633"
"9544941","甘蔗办事处","台中县潭子乡潭兴路三段１３０号","04 25322981"
"9543405","线西乡农会","彰化县线西乡寓埔村中央路二段２０号","04 7583571"
"9547805","学甲镇农会","台南县学甲镇中正路２６７号","06 7832105"
"9547816","中洲分部","台南县学甲镇光华里１０邻５５２号","06 7832204"
"9547827","宅港分部","台南县学甲镇宅港里１邻１∣２号","06 7832251"
"9547838","顶洲分部","台南县学甲镇顶洲里８邻１０６∣１号","06 7810024"
"9547849","草圣分部","台南县学甲镇美丰里２邻１０∣４号","06 7833465"
"9547850","大湾分部","台南县学甲镇大安里１邻１１２号","06 7833584"
"9541205","头份镇农会","苗栗县头份镇中正路１号","037663006"
"9541216","珊湖分部","苗栗县头份镇中正三路２３９号","037601888"
"9541227","上街分部","苗栗县头份镇中正路１７５号","037663206"
"9541238","尖山分部","苗栗县头份镇中华路１５６号","037624009"
"9541249","中山分部","苗栗县头份镇尖丰路５７６号","037635942"
"9541504","头屋乡农会","苗栗县头屋乡头屋村中正街２５号","037250211"
"9541515","明德分部","苗栗县头屋乡明德村８６号","037250988"
"9540909","龙井乡农会","台中县龙井乡龙西村龙门路４０号","04 26396511"
"9540910","龙泉办事处","台中县龙井乡竹坑村沙田路四段１８５号","04 26353652"
"9540921","龙津办事处","台中县龙井乡龙津村中央路一段２４６号","04 26394651"
"9540932","新庄办事处","台中县龙井乡新东村游园南路１６１号","04 26313546"
"9540943","国际办事处","台中县龙井乡东海村国际街１１７号","04 26331293"
"9548400","龙崎乡农会","台南县龙崎乡崎顶村２２３号","06 5941114"
"9548411","龙船分部","台南县龙崎乡龙船村３０∣１６号","06 5947024"
"9540105","礁溪乡农会","宜兰县礁溪乡六结村中山路一段１７５之１号","03 9882033"
"9540116","四结办事处","宜兰县礁溪乡吴沙村中正南路一段９７号","03 9283244"
"9540127","龙潭办事处","宜兰县礁溪乡龙潭村大坡路５８号","03 9284630"
"9540138","德阳办事处","宜兰县礁溪乡德阳村温泉路５０号","03 9870244"
"9548307","关庙乡农会","台南县关庙乡香洋村中正路３４３号","06 5952626"
"9548318","龟洞办事处","台南县关庙乡田中村１４３号","06 5551045"
"9548329","埤头办事处","台南县关庙乡埤头村４３∣５号","06 5954832"
"9544608","雾峰乡农会","台中县雾峰乡中正村四德路１０号","04 23303171"
"9544619","北柳分会","台中县雾峰乡北柳村四德路３８２号","04 23393404"
"9544620","万丰分会","台中县雾峰乡六股村中正路３４５号","04 23393405"
"9544631","吉峰分会","台中县雾峰乡吉峰村民生路２３０∣３号","04 23306082"
"9544642","旧正分会","台中县雾峰乡旧正村中正路３４号","04 23397035"
"9544653","吉峰路办事处","台中县雾峰乡吉峰路１００之７号","04 23301806"
