"通汇金融代号","总单位名称","帐号长度","地址","电话"
"050","台湾中小企业银行","11位","台北市塔城街３０号","02 25597171"
"通汇金融代号","支单位名称","地址","电话"
"0506915","开元分行","台南县永康市中华路１２号","06 3117171"
"0507004","永康分行","台南县永康市中正南路７９号","06 2517171"
"0507015","学甲分行","台南县学甲镇中山路８７号","06 7837171"
"0507026","善化分行","台南县善化镇中山路３５２号","06 5816111"
"0507037","永大分行","台南县永康市永大路２段１５３２号","06 2337171"
"0507107","台南分行","台南市中正路１８５号","06 2247171"
"0507118","仁德分行","台南县仁德乡仁义村中山路３３９号","06 2797171"
"0507152","正义简易型分行","台南市安平区健康路三段３０８号","06 2997171"
"0507200","成功分行","台南市公园路２５号","06 2217171"
"0507211","东台南分行","台南市中华东路二段７５号","06 2687171"
"0507303","安平分行","台南市中华西路一段６７号","06 2657171"
"0507602","花莲分行","花莲县花莲市中山路２４７号","03 8357171"
"0507705","台东分行","台东县台东市中华路一段３３５号","089327171"
"0508207","东高雄分行","高雄市中正一路２４９号","07 7167171"
"0508300","冈山分行","高雄县冈山镇冈山路４１２号","07 6227171"
"0508403","北凤山分行","高雄县凤山市建国路三段２８号","07 7767171"
"0508414","苓雅分行","高雄市苓雅区青年一路３１号","07 5377171"
"0508506","高雄分行","高雄市五福三路７９号","07 2717171"
"0508517","北高雄分行","高雄市复兴一路９０号","07 2387171"
"0508528","大昌分行","高雄市大昌二路１１６号","07 3827171"
"0508539","前镇分行","高雄市民权二路３７８之３号","07 5355171"
"0508609","九如分行","高雄市九如二路２５５号","07 3137171"
"0508702","三民分行","高雄市中山一路１５３号","07 2867171"
"0508805","凤山分行","高雄县凤山市中山路１５７号","07 7107171"
"0508816","大发分行","高雄县大寮乡大发工业区华中路１号","07 7887171"
"0508908","屏东分行","屏东县屏东市汉口街７号","08 7327171"
"0508919","东港分行","屏东县东港镇光复路三段１３０号","08 8337171"
"0508920","潮州分行","屏东县潮州镇新生路１００号","08 7807171"
