"通汇金融代号","总单位名称","帐号长度","地址","电话"
"103","台湾新光商业银行","存款类13位\n放款类14位","台北市忠孝西路１段６６号２７楼","02 21711055"
"通汇金融代号","支单位名称","地址","电话"
"1030408","南屯分行","台中市五权西路二段５０１号","04 23832121"
"1030417","东台南分行","台南市中华东路一段１２号","06 2347777"
"1030426","大里分行","台中县大里市德芳南路２６９号","04 24835123"
"1030435","松竹分行","台中市松竹路二段１６２号","04 22453456"
"1030444","彰化分行","彰化县彰化市三民路３４１号","04 7235997"
"1030453","树林分行","台北县树林市中华路１１６之１号","02 86848777"
"1030462","后埔分行","台北县板桥市四川路一段１７８号","02 29617997"
"1030471","古亭分行","台北市罗斯福路二段４１号","02 23432330"
"1030480","士林分行","台北市文林路５１０号","02 28338789"
"1030499","信义分行","台北市信义路四段１８１号","02 27059669"
"1030505","丹凤分行","台北县新庄市中正路６６５号","02 29083636"
"1030514","北投复兴岗分行","台北市中央北路二段４２２号","02 28982399"
"1030523","新生南路分行","台北市新生南路一段１０１号","02 87719099"
"1030541","新营分行","台南县新营市中山路１３８号","06 6378266"
"1030550","天母分行","台北市士林区中山北路七段４１－１号１楼","02 28762126"
"1030569","新店分行","台北县新店市中正路３１１号","02 89117180"
"1030578","大直简易型分行","台北市中山区明水路５７１号１耧","02 85091819"
"1030587","兴隆简易型分行","台北市景隆街１３３号","02 89311099"
"1030596","八德简易型分行","桃园县八德市介寿路二段１０３２号","03 3658085"
"1030602","龙潭简易型分行","桃园县龙潭乡中兴路３９０号","03 4991277"
"1030611","长安分行","台北市长安东路二段１００号","02 25067366"
"1030620","嘉义分行","嘉义市中山路２４８号","05 2247755"
"1030639","东嘉义简易型分行","嘉义市民族路１８８号","05 2223633"
"1030648","凤山分行","高雄县凤山市建国路三段２４２号１楼","07 7805966"
"1030657","台南分行","台南市民生路２段３０７号","06 2219511"
"1030666","北嘉义简易型分行","嘉义市中兴路４６７号１楼","05 2330367"
"1030675","斗六分行","云林县斗六市中山路８７号","05 5375586"
"1030684","苗栗分行","苗栗县苗栗市中正路５６７号１楼","037380088"
"1030693","花莲分行","花莲县花莲市中正路４８４号","03 8310802"
"1030709","基隆分行","基隆市仁一路２５９号１、２楼","02 24213998"
"1030718","宜兰分行","宜兰县宜兰市光复路４８号","03 9358178"
"1030727","三峡分行","台北县三峡镇复兴路４５号","02 86717616"
"1030736","路竹简易型分行","高雄县路竹乡中山路１１８５号","07 6975395"
"1030745","高雄分行","高雄市前金区中华四路３４９号１楼","07 2158811"
"1030754","新庄分行","台北县新庄市新泰路２５２号","02 29965995"
"1030763","江子翠分行","台北县板桥市文化路二段４２８号","02 82586288"
"1030772","南势角分行","台北县中和市景新街３４７号１楼","02 29484888"
"1030781","弥陀简易型分行","高雄县弥陀乡中正路２４２号","07 6178407"
"1030790","冈山分行","高雄县冈山镇冈山路３３９号１、２楼","07 6212551"
"1030806","北高雄分行","高雄市民族一路５２３号","07 3478511"
"1030824","小港分行","高雄市小港区汉民路２９２号","07 8025588"
"1030833","中华分行","台中市中区中华路一段１２６号","04 22203176"
"1030842","承德分行","台北市士林区承德路四段３１８号１楼","02 28812628"
"1030851","敦南分行","台北市敦化南路一段２４３号１楼","02 27513989"
"1030860","中和分行","台北县中和市中山路三段３５之１号","02 82213878"
"1030879","南台中分行","台中市复兴路二段１６０之１号","04 22612516"
"1030888","水湳分行","台中市北屯区中清路５０号","04 22910388"
"1030897","北屯分行","台中市北屯区文心路四段９７４号","04 22333626"
"1030903","西屯分行","台中市西屯区光明路６３号","04 27019551"
"1030912","向上分行","台中市西区向上路一段１１６号","04 23056881"
"1030921","十甲分行","台中市东区精武东路３６号","04 22120606"
"1030930","丰原分行","台中县丰原市圆环南路１９３号１、２楼","04 25251201"
"1030949","永安分行","台中市西屯路三段１５９号之７５号","04 24616115"
"1030958","屏东分行","屏东县屏东市中正路１２３号","08 7339911"
"1030967","东园分行","屏东县屏东市广东路６３号","08 7228306"
"1030976","万丹分行","屏东县万丹乡万全村万丹路一段２５６号","08 7772010"
"1030985","七贤分行","高雄市新兴区七贤一路２４９号","07 2361678"
"1030994","和生分行","屏东县屏东市和生路二段６８号","08 7529782"
"1031003","汐止分行","台北县汐止市中兴路１４６号１楼","02 26959659"
"1031012","桃北分行","桃园县桃园市经国路４４９号","03 3465660"
"1031021","东新竹分行","新竹市中央路１８９号","03 5153288"
"1031030","九如简易型分行","屏东县九如乡九如路二段１００号","08 7390985"
"1031049","永华简易型分行","台南市西区永华路３２号","06 2262088"
"1031058","坜新分行","桃园县中坜市环西路１２１号１楼","03 4918787"
"1031067","太平简易型分行","台中县太平市太平路７５６号","04 22788696"
"1031076","大雅简易型分行","台中县大雅乡学府路２３５号","04 25650901"
"1031094","草屯分行","南投县草屯镇中正路６１０号１楼","0492328296"
"1031100","南东分行","台北市南京东路二段１２３号１楼","02 25167698"
