"通汇金融代号","总单位名称","帐号长度","地址","电话"
"017","兆丰国际商业银行","存款类11位\n代收类14位","台北市吉林路１００号","02 25633156"
"通汇金融代号","支单位名称","地址","电话"
"0170413","新庄分行","台北县新庄市思源路４２１号","02 22772888"
"0170424","松南分行","台北市南京东路五段２３４号","02 27535856"
"0170435","大同分行","台北市南京西路１１３号","02 25567515"
"0170446","南台中分行","台中市五权西路一段２５７号","04 23752529"
"0170457","凤山分行","高雄县凤山市中山西路２４８号","07 7473566"
"0170468","新店分行","台北县新店市北新路二段１７３号","02 29182988"
"0170479","东高雄分行","高雄市三民区大顺二路４１９号","07 3806456"
"0170480","信义分行","台北市基隆路二段６５号","02 23788188"
"0170491","基隆分行","基隆市南荣路２４号","02 24228558"
"0170505","永康分行","台南县永康市中山路１８０号","06 2019389"
"0170516","内湖分行","台北市成功路四段６８号","02 27932050"
"0170527","冈山分行","高雄县冈山镇中山北路１３８号","07 6230300"
"0170538","屏东分行","屏东县屏东市民族路２１３号","08 7323586"
"0170550","松山机场分行","台北市敦化北路３４０号松山机场","02 27152385"
"0170561","土城分行","台北县土城市中央路二段２７６号","02 22666866"
"0170572","大稻埕分行","台北市西宁北路６２之５号","02 25523216"
"0170583","头份分行","苗栗县头份镇中华路９１６号","037688168"
"0170594","苓雅分行","高雄市苓雅区四维四路８号","07 3355595"
"0170608","沙鹿分行","台中县沙鹿镇中山路５３３号","04 26656778"
"0170619","八德分行","桃园县八德市大智路１９号","03 3665211"
"0170620","宜兰分行","宜兰县宜兰市民族路３３８号１楼","03 9310666"
"0170631","斗六分行","云林县斗六市云林路二段２２５号","05 5361779"
"0170642","南投分行","南投县南投市文昌街４５号","0492232223"
"0170653","东台南分行","台南市长荣路一段２２５号","06 2381611"
"0170664","高雄国际机场分行","高雄市小港区中山四路２号高雄国际航空站","07 8067866"
"0170675","东内湖分行","台北市港墘路２０２号","02 26275699"
"0170686","太平分行","台中县太平市中兴东路１５２号１楼","04 22789111"
"0170697","中和分行","台北县中和市中山路二段１２４号","02 22433567"
"0170701","南京东路分行","台北市南京东路二段５３号","02 25712568"
"0170712","东台中分行","台中市进化北路３３０号","04 22321111"
"0170723","北高雄分行","高雄市三民区九如二路５３２号","07 3157777"
"0170745","南港分行","台北市忠孝东路六段２１之１号","02 27827588"
"0170756","竹南科学园区分行","苗栗县竹南镇科东三路２号１楼","037586666"
"0170767","中科简易型分行","台中县大雅乡科雅路２８号２楼","04 25658108"
"0170778","大甲简易型分行","台中县大甲镇中山路一段１０３３号","04 26867777"
"0170789","林森简易型分行","高雄市新兴区林森一路２３０号","07 2823357"
"0170790","金门分行","金门县金城镇民生路３７－５号","08 2375800"
"0170804","南崁分行","桃园县芦竹乡中正路３３号","03 3525288"
"0170815","中钢简易型分行","高雄市小港区临海工业区中钢路１号","07 8021111"
"0170837","荣总简易型分行","台中市台中港路三段１６０号","04 23592525"
"0170860","驻外交部简易型分行","台北市凯达格兰大道２号１２９室","02 23482065"
"0171030","仁武简易型分行","高雄县仁武乡中正路２号","07 3711144"
"0171166","高雄渔港简易型分行","高雄市前镇区渔港东二路３号１０７室","07 8219630"
"0172015","金控总部分行","台北市忠孝东路二段１２３号","02 25633156"
"0172026","台北分行","台北市忠孝东路四段５５０号","02 27587590"
"0172037","新竹分行","新竹市东前街６９号","03 5225106"
"0172048","中台中分行","台中市三民路一段１９４号","04 22234021"
"0172059","高雄分行","高雄市中正四路２３５号","07 2515111"
"0172060","板桥分行","台北县板桥市文化路一段５１号","02 29608989"
"0172071","桃兴分行","桃园县桃园市复兴路１８０号","03 3327126"
"0172082","竹北分行","新竹县竹北市光明一路１５５号","03 5589968"
"0172107","敦化分行","台北市南京东路四段１号２楼","02 87126355"
"0172129","嘉兴分行","嘉义市吴凤北路３７９号","05 2780148"
"0172130","台南分行","台南市忠义路二段１４号","06 2292131"
"0172141","宝成分行","台中市台中港路三段７８之２号","04 24619000"
"0172152","竹科竹村分行","新竹市科学工业园区竹村七路２１号","03 5773155"
"0172163","世贸分行","台北市基隆路一段３３３号","02 27203566"
"0172196","南三重分行","台北县三重市重新路四段１２号","02 29748811"
"0172200","南彰化分行","彰化县彰化市中山路一段４０１号","04 7613111"
"0172266","城东分行","台北市民生东路四段５２号１楼","02 27196128"
"0172277","五福分行","高雄市五福二路８２号","07 2265181"
"0172288","罗东分行","宜兰县罗东镇纯精路二段１９５号","03 9611262"
"0172299","大安分行","台北市信义路三段１８２号","02 27037576"
"0172314","城北分行","台北市松江路１５６之１号","02 25683658"
"0172325","后里分行","台中县后里乡甲后路６１９之１号","04 25588855"
"0172336","鹿港分行","彰化县鹿港镇中山路２５４号","04 7788111"
"0172347","文山分行","台北市南京东路一段５２号","02 25671488"
"0172358","思源分行","台北县新庄市思源路１６９号","02 29986661"
"0172369","北中坜分行","桃园县中坜市环北路４０６号","03 4262366"
"0172370","内湖科学园区分行","台北市瑞光路４７２号１楼","02 87983588"
"0172381","双和分行","台北县永和市永和路一段６７号","02 22314567"
"0172406","衡阳分行","台北市衡阳路９１号１楼","02 23888668"
"0172417","大里分行","台中县大里市爽文路６００号","04 24180929"
"0172428","台南科学园区分行","台南县新市乡南科三路１３号１楼","06 5052828"
